"datas","X.BVSP","ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRFS3.SA","CCRO3.SA","CPFE3.SA","CRUZ3.SA","CSNA3.SA","CYRE3.SA","ELET3.SA","EMBR3.SA","ENBR3.SA","GFSA3.SA","HGTX3.SA","LIGT3.SA","LREN3.SA","NATU3.SA","PETR3.SA","RENT3.SA","RSID3.SA","SBSP3.SA","TBLE3.SA","VALE3.SA"
2009-10-30,61546,2.06,3.9,21.54,19.62,20.73,5.37,10.2,6.74,21.14,20.05,19.1,8.41,5.43,11.34,18.45,15.02,27.59,25.74,37.54,17,57.27,6.92,16.6,36.88
2009-11-03,62643,2.07,4.68,22.21,19.99,20.91,5.41,10.27,6.63,21.25,19.71,19.28,8.32,5.4,11.22,18.15,15.16,28.02,25.71,38.05,16.45,59.02,7.11,17.12,38.28
2009-11-04,63913,2.1,4.68,22.87,19.84,20.87,5.46,10.47,6.92,21.9,20.99,20.32,8.35,5.56,11.49,20.06,15.07,28.15,26.43,38.19,16.65,61.21,7.04,17.47,38.65
2009-11-05,64816,2.14,4.61,22.87,20,21.59,5.4,10.64,6.77,22.04,21.44,20.47,8.19,5.72,11.94,20.14,15.04,28.78,26.76,39.1,17.1,63.2,7.25,17.43,38.81
2009-11-06,64466,2.13,4.61,22.64,19.92,21.89,5.46,10.62,6.88,21.65,21.3,20.78,8.16,5.86,12.06,20.2,15.06,29.73,26.92,38.56,17,62.62,7.19,17.51,38.56
2009-11-09,66214,2.16,5.36,23.6,20.35,22.29,5.68,10.57,7.15,21.75,21.36,21.41,8.32,5.95,12.27,21.01,15.16,30.04,27.16,39.58,17.46,65.34,7.14,17.4,39.89
2009-11-10,66303,2.2,5.36,23.86,20.45,22.72,5.8,10.87,7.12,21.62,21.23,21.38,8.5,5.9,12.33,20.97,15.04,30.11,26.92,40.13,17.41,65.44,7.18,17.47,39.45
2009-11-11,66431,2.27,5.36,23.77,20.45,22.09,5.75,10.97,7.17,21.63,21.61,21.32,8.32,5.91,12.47,21.14,14.95,29.73,26.84,40.41,17.19,65.58,7.23,17.87,39.38
2009-11-12,64448,2.15,5.36,23.73,19.93,21.36,5.55,10.7,6.82,21.39,20.58,20.86,8.16,5.84,12.1,21.23,14.96,30.39,25.98,39.3,17.46,63.15,7.1,17.47,37.95
2009-11-13,65326,2.16,5.36,24.54,20.15,20.46,5.72,10.77,6.75,21.3,21.88,21.37,8.27,6.01,12.39,21.53,15.14,31.37,26.01,39.67,18.01,63.69,7,17.35,38.61
2009-11-16,66627,2.24,5.36,24.46,20.83,20.47,5.75,11.06,7.07,21.96,22.1,21.43,8.35,6.18,12.64,22.1,15.24,32.63,27.16,39.86,18.37,65.1,7.26,17.47,40.15
2009-11-17,67406,2.24,5.36,24.46,20.87,20.63,5.75,11.08,7.01,22.09,22.05,21.42,8.47,6.18,12.57,22.1,15.36,32.49,27.33,40.92,18.01,64.12,6.95,17.31,40.68
2009-11-18,66516,2.24,5.36,23.69,20.91,19.9,5.76,11.11,7.14,21.76,21.66,21.32,8.39,5.87,12.26,22.14,15.08,32.14,27.07,40.58,17.92,65.1,6.74,17.11,39.98
2009-11-19,66327,2.21,5.36,23.5,20.49,19.61,5.55,10.88,6.9,21.83,21.7,21.16,8.21,5.72,12.34,22.23,15.14,32.56,27.29,40.69,17.91,66.55,6.77,17.47,40.07
2009-11-23,66809,2.2,5.36,23.68,20.62,19.76,5.77,11.08,7.03,21.7,21.83,21.21,8.32,5.49,12.82,22.49,15.24,33.55,27.67,40.78,17.8,69.47,7.21,16.97,40.5
2009-11-24,67317,2.21,5.36,23.62,20.8,19.75,5.76,10.98,6.94,21.53,21.88,21.42,8.29,5.55,12.36,22.4,14.92,34.51,27.43,41.04,17.84,68.88,7.14,16.8,40.73
2009-11-25,67917,2.2,6.43,23.64,20.87,19.98,5.84,11.11,6.88,21.58,21.79,22.01,8.23,5.98,12.44,22.7,14.96,34.58,27.91,41.57,18.01,69.13,7.12,16.88,41.41
2009-11-26,66392,2.17,6.44,23.15,20.4,19.76,5.68,10.87,6.76,21.24,21.13,22.54,8.16,5.92,12.23,22.83,14.78,33.11,27.04,40.41,17.83,67.67,6.96,16.53,40.18
2009-11-27,67082,2.2,6.36,23.6,20.61,19.83,5.71,11.09,6.87,21.26,20.94,22.97,8.31,6.02,12.12,22.2,14.97,33.05,27.41,41,18.05,67.77,7.06,16.73,40.84
2009-11-30,67044,2.2,6.34,23.69,20.43,19.91,5.84,10.77,6.56,21.21,22.01,22.24,8.22,5.91,12.6,22.83,15.01,34.04,27.37,40.89,18.01,71.41,7.06,16.68,40.36
2009-12-01,68546,2.21,5.85,23.56,21.05,20.1,5.9,11.34,6.66,21.65,22.63,23.6,8.24,6.19,12.45,23.27,15.17,33.82,28.23,41.8,18.57,74.28,7.19,17.08,41.08
2009-12-02,68615,2.21,5.85,23.31,21.4,19.53,6.04,11.38,6.61,21.96,22.49,25.15,8.22,6.32,12.34,23.27,15.45,34.79,28.88,41.34,18.89,76.27,7.18,17.3,40.75
2009-12-03,68315,2.93,6.36,23.39,21.34,19.53,5.94,11.71,6.53,21.91,22.46,25.55,8.16,6.42,12.64,23.7,15.28,35.08,28.88,40.8,18.92,74.81,7.19,17.33,40.3
2009-12-04,67604,2.85,6.36,23.24,21.44,19.33,5.84,11.66,6.4,21.68,22.1,25.56,8.1,6.39,12.75,23.57,15.02,34.41,28.98,39.98,18.47,74.86,7.05,17.24,39.56
2009-12-07,68512,2.96,5.99,23.85,21.7,19.42,6.12,12.02,6.69,21.79,22.65,25.88,8.23,6.47,12.83,24.09,15.16,34.34,28.96,40.11,18.57,76.75,7.28,17.39,39.63
2009-12-08,67729,2.94,5.95,23.69,21.56,19.42,6.07,12.05,6.43,21.44,22.28,26.61,8.36,6.67,12.51,24.01,15.14,33.99,29.08,39.02,18.47,76.27,7.3,17.47,39.27
2009-12-09,68012,2.94,5.95,23.52,21.53,19.42,6.17,12.28,6.57,21.54,22.19,27.68,8.23,6.67,12.55,24.31,15.57,34.18,29.16,39.11,18.36,76.71,7.35,17.31,39.68
2009-12-10,68728,2.89,5.95,23.53,21.76,19.38,6.06,12.24,6.64,21.65,22.11,29.71,8.37,6.71,12.4,24.31,16.05,34.04,29.12,39.3,18.64,76.51,7.4,17.47,40.34
2009-12-11,69267,2.91,5.94,23.6,22.01,20.15,6.16,12.59,6.77,21.72,22,29.27,9.12,6.71,12.36,24.57,16.2,34.18,29.53,39.02,18.02,76.22,7.5,17.47,40.67
2009-12-14,69349,2.94,5.95,23.77,21.77,20.2,6.17,12.55,6.64,21.82,21.88,27.44,8.84,6.71,12.34,24.74,16.13,34.13,29.9,38.67,17.83,75.54,7.45,17.61,41.4
2009-12-15,69311,2.97,5.95,23.77,21.88,20.29,5.96,12.08,6.56,21.68,21.43,27.69,9,6.58,12.14,24.83,16.12,33.92,31,39.05,17.61,73.79,7.48,17.7,41.35
2009-12-16,68622,2.97,5.95,23.5,21.34,20.54,5.79,11.73,6.47,21.61,21.03,27.19,8.82,6.46,12.01,25.13,15.7,32.66,31.04,39.3,17.81,71.9,7.5,17.2,41.13
2009-12-17,67068,2.98,5.9,22.58,20.76,20.42,5.89,11.88,6.42,21.41,20.71,26.75,8.94,6.46,11.54,25.18,15.55,32.66,29.69,38.38,17.46,69.47,7.32,17.62,39.86
2009-12-18,66794,2.98,5.9,22.7,20.62,20.66,5.98,11.83,6.36,20.61,20.92,26.84,8.78,6.37,11.58,25.18,15.42,32.49,29.78,38.32,16.77,69.42,7.35,17.47,39.77
2009-12-21,65925,2.99,6.04,22.39,20.64,20.87,5.97,11.65,6.39,19.94,20.14,26.61,8.84,6.23,11.52,25.35,15.39,32.72,29.62,37.26,16.27,70.68,7.35,17.47,39.63
2009-12-22,67418,3.06,6.04,22.2,20.79,21.24,6.09,12.06,6.44,20.27,20.81,26.37,8.64,6.34,11.78,24.92,15.57,34.13,30.17,38,16.54,71.41,7.42,16.7,40.38
2009-12-28,67902,3.02,5.36,22.24,20.57,21.7,6.03,11.85,6.46,20.42,21.07,27.59,8.89,6.36,11.84,25.26,15.42,35.01,30.18,38.14,17.28,71.85,7.42,16.92,41
2010-01-04,70045,3.16,6.19,22.93,21.77,22.23,6.19,12.25,6.66,20.91,21.56,28.98,9.28,6.43,12.06,25.61,15.97,35.82,30.92,38.6,17.92,76.27,7.68,17.14,42.39
2010-01-05,70240,3.18,6.24,22.7,21.47,22.46,6.27,12.1,6.76,21.1,21.36,28.74,9.07,6.48,11.86,25.74,15.58,34.53,30.53,38.37,18.16,74.76,7.69,17.28,42.79
2010-01-06,70729,3.21,6.48,22.73,21.34,22.77,6.48,12.18,6.72,21.13,21.39,28.37,9.03,6.58,11.88,26.05,15.57,33.86,30.9,38.75,19.58,75.78,7.69,17.1,43.69
2010-01-07,70451,3.23,6.46,22.73,21.29,22.63,6.42,12.03,6.7,20.9,20.98,29.03,8.91,6.62,11.67,26.05,15.26,33.55,29.86,38.52,18.75,74.33,7.57,17.21,43.87
2010-01-08,70263,3.22,6.46,22.86,21.32,22.72,6.42,12.18,6.9,21.38,20.94,29.52,8.89,6.71,11.41,26.48,14.96,33.73,29.37,38.23,18.92,73.6,7.7,17.07,44.3
2010-01-11,70433,3.18,6.46,23.04,21.25,22.65,6.48,12.47,6.92,21.8,21.15,29.06,8.97,6.83,11.34,26.78,14.89,34.35,28.78,38.27,19.03,71.41,7.75,16.77,44.17
2010-01-12,70076,3.2,5.75,22.85,21.36,22.57,6.48,12.55,6.8,21.39,21.49,28.79,9.27,7.05,11.57,26.83,15.11,35.15,29.45,37.79,19.58,72.43,7.6,16.76,44.05
2010-01-13,70385,3.25,5.7,23.14,21.5,22.78,6.39,12.49,6.74,21.76,21.16,29.07,9.18,6.94,11.41,27.43,15.24,35.56,29.05,37.45,19.69,72.38,7.69,16.6,44.59
2010-01-14,69801,3.29,5.7,22.81,21.22,22.36,6.42,12.43,6.9,21.95,20.97,28.6,9.1,7,11.33,27.96,15.27,34.76,28.96,36.84,19.73,70.83,7.58,16.52,44.58
2010-01-15,68978,3.29,5.7,22.43,20.74,22.53,6.37,12.26,6.93,21.49,20.71,27.6,9.18,7.03,11.48,29,14.96,33.53,28.68,37.07,19.57,70.63,7.58,16.24,44.01
2010-01-18,69401,3.29,5.7,22.43,20.94,22.6,6.4,12.08,6.82,21.57,20.48,27.6,9.03,7.02,11.37,30,15.03,33.86,28.63,37.91,20.17,70.92,7.39,16.28,44.62
2010-01-19,69909,3.29,5.7,22.81,21.28,22.82,6.79,12.17,6.87,21.81,20.46,28.52,9.47,6.96,11.45,29.93,15.08,34.26,29.41,37.7,20.22,69.95,7.38,16.39,45.24
2010-01-20,68200,3.22,5.7,22.13,20.62,23.4,6.82,12.18,6.9,21.28,19.51,28.14,9.36,6.9,11.01,29.95,14.96,32.94,28.88,36.66,19.44,66.94,7.17,16.38,44.01
2010-01-21,66270,3.24,6.43,21.77,20.17,22.96,6.66,11.98,6.73,20.34,18.84,29.29,9.34,6.86,10.54,29.34,14.96,32.22,28.55,35.63,18.7,63.59,7.02,16.38,42.48
2010-01-22,66220,3.29,5.33,21.88,20.4,22.72,6.33,12.18,6.88,19.94,19.03,32.2,9.31,6.87,10.76,29.16,15.21,31.77,28.8,35.71,18.66,64.95,6.88,16.5,41.59
2010-01-26,65524,3.23,5.18,21.29,20.4,21.94,6.17,12.12,6.78,20.03,19.34,30.99,9.26,6.91,10.76,28.09,15.34,31.51,27.25,35.07,18.84,64.76,6.91,16.36,40.75
2010-01-27,65070,3.19,5.18,21.12,20.02,22.53,6.28,12.19,6.81,19.63,19.61,30.13,9.13,6.81,10.54,27.17,15.59,31.46,28.49,35.22,18.18,65.58,6.85,16.24,40.19
2010-01-28,65588,3.2,5.17,21.16,20.16,22.14,6.29,12.14,6.55,20.19,19.74,29.6,9.16,6.79,10.69,26.39,15.67,31.51,28.14,35.96,17.74,63.4,7,16.2,40.16
2010-01-29,65402,3.1,5.17,21.55,19.86,21.92,6.2,12.18,6.61,20.46,19.28,30.7,9.4,6.74,10.57,26.74,15.54,32.02,27.69,35.43,18.14,63.64,7.1,16.07,40.27
2010-02-01,66572,3.13,5.75,23,20.09,21.8,6.31,12.35,6.7,20.92,20.23,22,9.11,6.79,10.95,27.56,15.73,32.4,27.84,35.52,18.83,65.58,7.29,16.08,41.49
2010-02-02,67163,3.21,5.75,23.46,20.33,21.8,6.25,12.22,6.91,21.25,20.58,21.85,9.08,6.64,11.28,28.74,15.67,32.66,28.35,35.5,18.69,70.68,7.23,15.81,41.49
2010-02-03,67109,3.26,5.75,22.89,20.4,22.46,6.23,12.34,6.93,21.2,20.5,20.86,9.31,6.67,11.27,29.52,15.86,34.51,28.76,35.49,18.4,70.44,7.24,15.84,41.4
2010-02-04,63934,3.12,5.75,22.47,19.79,21.85,5.97,12.15,6.72,20.31,19.28,19.29,9.03,6.62,10.51,28.14,15.6,32.97,27.74,33.79,17.37,65.05,6.95,15.53,39.16
2010-02-05,62763,3.01,5.75,21.39,19.25,21.36,5.86,12,6.6,20.2,18.8,18.48,8.89,6.44,10.07,28.4,15.58,32.96,27,33.18,17.25,65.1,6.88,15.69,38.83
2010-02-08,63153,2.98,5.75,21.66,19.06,21.41,5.82,12.25,6.93,20.23,18.82,18.41,9.06,6.62,10.49,28.04,15.96,32.7,27.33,33.5,17,65.58,6.91,15.73,39.11
2010-02-09,64718,2.97,5.75,22.74,19.57,21.94,5.91,12.28,6.75,20.76,19.79,18.71,9.17,6.56,10.94,29.43,16.26,32.66,27.21,34.07,17.6,68.69,7.1,15.64,39.93
2010-02-10,65051,2.99,5.75,23.31,19.87,21.85,5.83,12.59,6.68,20.98,20.24,18.86,9.28,6.74,11.45,28.97,16.48,33.33,27.07,34.55,18.2,67.77,7.05,15.57,39.97
2010-02-11,66129,3.06,5.64,23.78,20.16,21.8,5.92,12.52,6.75,21.57,20.61,18.98,9.43,6.9,11.73,29.34,16.43,33.51,27.65,35.05,18.84,68.4,7.17,16.11,40.91
2010-02-12,65855,3.04,5.64,23.39,20.01,21.36,5.82,12.72,6.74,21.5,20.41,18.66,9.44,6.87,11.54,29.08,16.42,32.4,26.92,35.45,18.7,66.21,7.01,16.2,40.63
2010-02-17,67285,3.19,5.41,23.29,20.4,22.38,5.86,12.81,6.94,21.96,21.06,18.95,9.43,6.88,11.89,28.39,16.74,32.94,28.27,35.58,18.62,69.22,7.25,16.46,42.24
2010-02-18,67836,3.17,5.41,23.5,20.32,22.67,5.88,12.89,6.98,22.17,21.39,19.17,9.43,6.89,11.88,27.96,16.61,32.94,28,35.87,19.07,70.73,7.23,16.67,42.95
2010-02-19,67597,3.18,5.53,23.55,20.19,22.45,6.05,12.64,6.97,22.01,21.42,18.76,9.38,6.72,11.96,28.62,16.5,32.81,28.08,35.78,18.71,70.1,7.29,16.58,42.81
2010-02-22,67184,3.17,5.53,23.46,19.83,21.92,6.02,12.62,7.03,21.63,21.18,18.33,9.46,6.78,11.93,28.56,16.45,33.38,28.35,36.04,18.38,70.68,7.19,16.48,41.99
2010-02-23,66108,3.08,5.65,23.14,19.44,21.75,5.89,12.54,6.96,21.37,20.71,17.95,9.34,6.67,11.75,28.48,16.32,34.98,28.03,35.36,17.74,68.06,7.08,16.43,41.35
2010-02-24,65795,3.08,5.63,23.35,19.32,21.88,5.88,12.45,7.02,21.15,20.66,17.83,9.32,6.65,11.62,28.4,16.48,34.83,28.06,35.35,17.93,68.01,6.97,16.4,41.49
2010-02-25,66121,3.11,5.36,23,19.32,21.75,5.79,12.37,7.04,21.57,20.25,18.25,9.19,6.72,11.77,28,16.63,34.5,27.57,35.52,17.78,66.8,6.99,16.48,41.74
2010-02-26,66503,3.08,5.93,23.19,19.76,21.41,5.89,12.47,6.75,22,20.09,17.94,9.23,6.72,11.88,28.22,16.61,34.73,27.16,35.87,18.11,68.59,6.87,16.45,41.54
2010-03-01,67228,3.12,5.86,23.37,19.79,21.65,5.92,12.79,6.83,22.36,20.25,18.63,9.26,6.73,12.07,28.16,16.63,36,28.07,36.19,18.69,69.47,6.96,16.24,41.96
2010-03-02,67779,3.1,5.85,23.08,19.96,21.55,5.91,12.92,6.87,22.43,20.19,18.87,9.4,6.77,12.25,27.67,16.36,37.38,28.42,36.41,18.89,69.95,7.02,16.12,42.8
2010-03-03,67641,3.11,5.36,22.92,19.95,21.75,5.75,12.69,6.76,22.52,20.45,18.36,9.43,6.72,12.12,28.91,16.2,36.04,28.96,36.53,18.47,68.69,6.98,16.28,42.71
2010-03-04,67815,3.08,5.6,22.9,20,21.74,5.96,12.57,6.77,22.54,20.14,18.56,9.41,6.67,11.88,29.21,16.3,36.4,29.14,36.32,18.22,68.01,6.93,16.35,43.31
2010-03-05,68847,3.04,5.9,23.21,20.08,21.74,6.01,12.77,6.73,23.17,20.09,18.86,9.4,6.65,12.03,28.91,16.3,36.67,29.12,37.07,17.97,68.01,7.12,16.31,44.71
2010-03-08,68575,3.05,5.9,22.88,19.92,21.46,5.79,12.62,6.73,23.77,19.57,18.86,9.4,6.65,12.01,29.26,16.33,37.56,28.55,37.05,18.1,66.7,7.05,16.06,44.38
2010-03-09,69576,3.02,6.34,23.29,20.07,21.64,5.98,13.23,6.77,24.7,19.52,19.51,9.58,6.67,12.1,29.61,16.61,37.51,28.39,37.73,18.55,68.25,7.1,16.26,44.71
2010-03-10,69979,3.05,6.73,23.52,20.12,21.55,6.14,13.05,6.94,25.13,20.03,19.71,9.69,6.72,12.36,30.17,16.82,37.38,28.6,38.28,18.52,70.1,7.15,16.4,44.13
2010-03-11,69885,3.06,6.8,23.49,20.06,21.44,6.14,13.03,7.12,25.36,20.24,19.59,9.76,6.6,12.1,30.11,16.84,37.47,28.72,38.28,18.22,70.44,7.08,16.47,43.55
2010-03-12,69341,3.04,5.95,23.29,20.03,21.36,6.21,12.97,6.99,25.35,20.16,19.28,9.57,6.6,11.67,30.08,16.64,36.22,28.39,38.46,18.06,69.13,6.98,16.3,43.31
2010-03-15,69024,3.03,5.81,23.37,19.96,21.2,6.23,13.03,6.92,25.22,19.74,19.78,9.55,6.58,11.28,29.94,16.83,35.46,28.75,38.08,17.9,66.8,7.03,16.26,43.55
2010-03-16,69942,3.04,5.85,23.56,20.12,21.29,6.18,13.12,6.82,25.5,19.96,20.2,9.72,6.62,11.62,30,17.02,36.58,28.97,38.5,17.92,68.01,7.07,16.25,44.64
2010-03-17,69723,3.05,5.65,23.44,19.99,21.55,6.09,13.39,6.91,25.07,19.53,20.59,9.69,6.63,11.28,30.11,17.06,35.94,29.44,38.51,18.02,67.77,7.05,16.33,44.69
2010-03-18,69697,3.06,5.65,23.24,20.04,21.53,6.17,13.12,7.05,24.85,19.81,20.7,9.73,6.63,11.34,30.12,17.02,36.09,29.22,38.37,17.97,69.22,7.14,16.31,44.25
2010-03-19,68829,3.14,5.36,22.98,19.75,21.48,6.12,13.06,6.98,24.59,19.52,20.63,10.16,6.63,11.1,30.03,17.17,36.04,29.36,37.59,17.91,68.84,7.15,16.2,43.78
2010-03-22,69042,3.15,5.65,23.08,19.77,21.59,6.16,13.35,7.84,24.59,19.52,20.2,10.1,6.65,11.01,29.69,17.17,36.04,29.51,37.59,17.74,68.98,7.08,16.16,44.37
2010-03-23,69387,3.13,5.56,22.98,19.48,21.7,6.23,13.25,7.94,25.65,19.2,20.13,10.21,6.58,10.89,30,16.98,36.67,29.52,36.98,17.73,66.7,7.03,16.04,45.94
2010-03-24,68913,3.11,5.56,22.98,19.3,21.51,6.25,12.99,7.87,25.89,19.11,19.76,10.05,6.59,11.06,30.21,16.83,36.09,29.35,37.35,17.54,64.71,6.97,15.89,45.86
2010-03-25,68442,3.15,5.56,22.9,19.57,21.42,6.16,12.92,7.94,25.48,18.94,19.55,9.9,6.64,11.07,30.34,16.6,36.4,29.49,36.57,17.71,65.05,6.95,16.08,45.53
2010-03-26,68683,3.14,4.99,23.02,19.71,21.57,6.15,13.01,7.97,25.88,18.8,20.12,9.97,6.67,11.03,29.87,16.84,35.42,29.99,36.38,17.51,62.72,6.88,16.07,45.94
2010-03-29,69939,3.11,5.41,23.17,19.86,22.32,6.22,13.14,8.02,26.77,18.58,20.47,10.03,6.63,10.72,29.74,16.97,35.69,30.15,36.57,17.37,62.18,7.16,15.97,46.97
2010-03-30,69960,3.14,4.98,23.14,19.93,23.11,6.16,13.17,7.96,26.57,18.45,20.24,9.98,6.53,10.46,29.81,16.64,35.7,30,36.43,17.23,60.29,7.14,16,47.3
2010-03-31,70372,3.05,5.51,23.25,20.26,23.25,6.09,12.8,8,26.54,18.77,20.09,9.9,6.52,10.66,30.39,16.28,36.31,30.14,36.8,17.28,60.19,7.22,15.88,47.05
2010-04-01,71136,3.06,5.07,23.21,20.5,22.96,6.08,13.18,8.11,27.27,19.44,20.37,9.79,6.59,10.83,30.34,16.32,35.57,29.54,37.21,17.14,63.01,7.55,15.94,47.53
2010-04-05,71290,3.12,4.98,23.37,20.49,22.72,6.06,13.41,8.24,27.21,19.44,20.05,9.78,6.58,10.96,29.95,16.38,36.09,30.09,37.45,17.46,63.83,7.6,15.92,47.4
2010-04-06,71096,3.09,5.13,23.4,20.2,22.91,5.95,13.41,8.26,26.66,19.13,19.91,9.64,6.59,10.76,30.17,16.43,36.53,30.31,37.62,17.28,63.25,7.54,16.12,47.33
2010-04-07,70793,3.12,5.26,23.36,20.23,23.2,6.06,13.41,8.26,26.13,18.79,19.86,9.92,6.51,10.75,30.21,16.12,37.3,30.71,37.44,17.22,61.35,7.65,16.24,47.81
2010-04-08,71785,3.11,5.01,23.85,20.7,23.45,6.01,13.48,8.39,26.63,19.47,19.85,9.91,6.48,11.05,30.21,16.35,36.7,30.16,37.5,17.21,64.12,7.91,16.27,48.74
2010-04-09,71417,3.13,5.26,24.15,20.8,23.29,6.08,13.18,8.26,26.7,18.96,19.71,9.83,6.52,10.58,30.69,16.03,36.36,29.64,36.8,16.98,62.91,7.75,16.28,48.81
2010-04-12,70614,3.15,4.99,24.22,20.48,23.2,6.02,12.97,8.26,26.4,18.83,19.4,9.73,7.34,10.57,30.92,16.03,36.85,29.56,35.72,17,62.18,7.59,16.2,48.48
2010-04-13,70792,3.18,4.93,24.03,20.34,23.06,6.05,13.05,8.29,26.65,19.16,19.33,9.89,7.16,10.67,31.65,16.02,37.95,29.77,35.56,17.34,62.57,7.75,16.47,48.86
2010-04-14,71035,3.21,4.87,23.8,20.4,22.93,6.05,13.01,8.33,26.56,19.15,19.47,10.04,7.18,10.63,32.73,16.23,37.82,29.38,35.82,18.24,62.03,7.92,16.56,49.28
2010-04-15,70524,3.27,4.41,24.07,20.28,22.92,6.04,12.89,8.21,26.11,18.86,19.17,9.9,7.22,10.5,33.21,16.04,37.35,29.89,35.19,18.11,62.23,7.82,16.58,49.16
2010-04-16,69421,3.23,4.87,23.76,19.6,22.91,6.01,12.85,8.08,25.52,18.4,19.38,9.75,7.18,10.22,32.61,15.94,36.67,29.3,34.36,17.73,60.43,7.77,16.42,48.48
2010-04-19,69098,3.21,4.87,23.48,19.65,23.18,6.09,12.94,8.14,24.97,18.4,19.35,9.64,7.23,10.17,32.56,16.03,36.22,29.29,34.94,17.59,60.58,7.81,16.71,47.63
2010-04-20,69318,3.21,4.01,23.32,19.82,22.9,6.12,12.71,8.29,24.88,18.7,19.47,9.68,7.22,10.4,32.16,15.84,36.79,29.62,35.73,17.1,61.79,7.79,16.88,46.96
2010-04-22,69386,3.25,4.87,23.11,19.85,22.82,6.16,12.76,8.45,25.07,19.2,19.56,9.74,7.25,10.5,31.86,15.97,37.58,30.35,35.31,17.6,62.67,7.69,17.64,47.13
2010-04-23,69509,3.31,5.24,23.25,19.73,22.82,6.19,12.8,8.62,25.29,18.86,19.75,9.64,7.43,10.5,32.61,15.89,37.19,31,35.61,17.56,62.33,7.67,17.78,46.71
2010-04-26,68872,3.37,4.97,23.23,19.47,22.67,6.19,12.78,8.65,25.15,18.94,19.36,9.59,7.41,10.43,33.74,15.97,36.74,29.89,34.89,17.84,61.84,7.7,17.47,46.52
2010-04-27,66511,3.22,3.91,22.47,19.2,21.99,6.01,12.74,8.56,24.25,18.45,19.04,9.43,7.41,10.32,33.48,15.56,35.38,29.51,33.79,17.07,60.29,7.65,17.35,44.16
2010-04-28,66656,3.16,4.78,22.93,19.51,21.49,6.02,12.8,8.49,23.96,18.4,19.04,9.57,7.3,10.24,33.31,15.84,36.81,30.08,33.86,17.13,60.04,7.59,17.47,43.86
2010-04-29,67978,3.23,5.01,23.37,19.79,21.77,6.21,12.8,8.45,24.42,18.28,19.09,9.78,7.37,10.35,33.22,15.84,37.65,30.9,34.5,17.19,61.16,7.58,17.71,45.06
2010-04-30,67530,3.25,4.78,23.36,20.01,22.04,6.36,12.88,8.65,24.01,18.71,18.94,9.67,7.61,10.38,34.1,15.89,39.02,30.81,34.37,17.92,62.42,7.55,17.59,43.98
2010-05-03,67119,3.17,4.78,23.02,19.74,22.01,6.42,13.03,8.56,23.5,19.51,19.14,9.76,7.63,10.89,34.71,16.16,40.3,31.06,33.34,18.18,63.98,7.98,17.32,42.82
2010-05-04,64869,3.23,4.39,21.86,19.22,21.39,6.28,12.7,8.5,22.44,19.14,18.04,9.61,7.57,10.6,34.19,15.71,39.02,30.66,31.82,17.72,63.4,7.71,17.39,40.88
2010-05-05,64914,3.25,3.9,21.99,19.31,20.94,6.25,12.61,8.47,22.43,19.15,17.6,9.44,7.8,10.45,33.51,15.51,38.54,30.47,31.72,17.75,64.86,7.65,17.54,41.9
2010-05-06,63414,3.26,3.9,21.65,19.43,20.64,6.09,12.67,8.54,22.17,18.28,17.19,9.32,7.62,9.95,31.56,15.22,36.48,30.56,31.63,17.77,59.45,7.59,17.12,41.31
2010-05-07,62871,3.29,4.88,21.51,19.23,20.72,6.08,13.1,8.57,21.88,18.22,17.57,9.42,7.57,9.64,30.94,15.05,36.11,30.89,31.31,16.85,59.35,7.32,16.98,41.17
2010-05-10,65453,3.31,4.88,22.2,19.78,21.62,6.16,13.37,8.52,22.9,19.59,18.12,9.45,7.73,10.25,33.75,15.45,38.75,30.94,31.85,17.86,65.25,7.39,17.1,42.91
2010-05-11,64425,3.32,4.88,21.73,19.52,21.41,6.08,13.21,8.45,22.59,19.25,18.04,9.38,7.59,10.22,34.91,15.16,37.92,30.97,31.18,17.55,64.32,7.47,17.16,42.5
2010-05-12,65224,3.34,3.9,21.7,19.62,21.31,6.15,13.35,8.58,22.58,19.14,18.21,9.55,7.55,10.6,35.32,15.32,38.19,30.89,31.49,17.71,67.49,7.63,17.34,42.35
2010-05-13,64788,3.32,4.88,21.43,19.45,22.28,6.19,13.21,8.57,22.24,18.6,18.24,9.44,7.52,9.95,35,15.1,39.01,31.57,31.53,17.91,63.15,7.76,17.32,41.74
2010-05-14,63412,3.29,3.95,20.76,19.13,22.14,6.04,13.12,8.56,21.59,17.41,17.81,9.48,7.47,9.37,34.19,15.05,37,31.73,31.65,17.59,62.13,7.62,17.12,40.5
2010-05-17,62866,3.34,4.88,21.19,19.13,22.19,5.72,13.33,8.68,20.81,17.16,17.89,9.45,7.5,8.97,34,14.74,38.15,32.75,31.28,17.49,59.5,7.69,17.14,39.87
2010-05-18,60841,3.29,4.26,20.94,18.82,22.48,5.78,13.09,8.82,20.06,16.09,17.26,9.36,7.46,8.61,33.55,14.35,37.68,32.1,30.61,17.3,55.26,7.48,17.04,38.43
2010-05-19,59689,3.27,4.05,20.22,18.23,22.09,5.71,13.42,8.75,19.97,15.81,17.11,9.52,7.43,8.72,31.48,14.47,38.83,31.73,29.94,16.66,54.09,7.45,17.01,37.69
