"datas","X.BVSP","ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRFS3.SA","CCRO3.SA","CPFE3.SA","CRUZ3.SA","CSNA3.SA","CYRE3.SA","ELET3.SA","EMBR3.SA","ENBR3.SA","GFSA3.SA","HGTX3.SA","LIGT3.SA","LREN3.SA","NATU3.SA","PETR3.SA","RENT3.SA","RSID3.SA","SBSP3.SA","TBLE3.SA","VALE3.SA"
2009-04-27,45820,1.3,3.84,13.73,14.68,14.97,3.28,10.56,3.78,14.16,12.34,20.07,8.57,5.05,7.37,7.53,14.03,16.46,20.16,33.1,9.78,32.18,5.8,13.61,28.74
2009-04-28,45821,1.33,3.6,13.92,14.87,15.28,3.48,10.69,3.84,14.15,11.54,21.06,8.21,5.15,7.32,7.47,14.06,16.08,20.97,33.18,9.83,31.55,5.72,13.86,28.24
2009-04-29,47227,1.34,3.79,14.48,15.43,15.53,3.58,10.71,4.01,14.36,12.74,21.75,8.42,5.29,8.32,7.58,14.31,16.55,21.96,34.21,10.43,34.45,6.16,13.87,28.82
2009-04-30,47290,1.34,3.9,13.99,15.84,15.66,3.46,10.39,4.04,14.6,12.13,21.1,8.32,5.02,8.06,7.68,14.57,17.8,21.17,34.15,10.34,36.53,6.12,13.99,29.71
2009-05-04,50405,1.38,4.39,14.66,16.31,16.38,3.73,10.6,4.24,15.52,13.63,21.6,9.4,5.41,9.06,8.14,14.57,18.96,22.2,37.08,11.56,39.59,6.25,13.99,32.93
2009-05-05,50670,1.37,4.48,14.82,16.63,16.43,3.64,10.55,4.22,15.43,13.2,21.16,9.5,5.32,8.8,8.51,14.67,19.13,22.18,37.54,11.72,37.99,6.23,13.99,32.69
2009-05-06,51499,1.36,4.33,15.96,16.9,16.72,3.64,10.7,4.19,16.13,13.18,21.16,9.75,5.41,8.71,8.86,14.69,19.39,21.96,38.05,11.9,38.13,6.19,14.19,32.93
2009-05-07,50058,1.38,4.34,15.16,16.08,16.05,3.64,10.61,4.1,15.68,12.94,20.78,9.78,5.07,8.46,8.86,14.69,19.23,21.42,37.32,11.57,36.77,5.87,14.25,31.7
2009-05-08,51396,1.41,4.34,15.41,16.53,15.77,3.79,10.58,4.15,16.23,13.19,21.03,9.88,5.24,8.75,8.77,14.92,19.28,22.43,38.61,11.78,37.94,5.93,14.21,32.15
2009-05-11,50976,1.39,4.39,15.44,16.21,15.53,3.63,10.36,4.21,15.96,12.67,20.73,9.37,5.15,8.29,8.99,14.86,18.65,22.6,38.28,11.43,36.92,5.79,14.05,32.25
2009-05-12,50326,1.36,4.63,15.08,15.93,17.6,3.44,10.39,4.14,15.59,12.43,20.2,8.93,4.98,8.11,9.46,14.95,18.65,21.99,37.49,11.35,35.41,5.89,14.07,31.38
2009-05-13,48679,1.34,4.3,14.67,15.37,17.19,3.62,10.26,4.14,14.88,11.59,19.4,8.79,4.89,7.62,8.99,14.42,18.07,21.74,36.47,10.94,32.74,5.72,13.99,30.13
2009-05-14,49446,1.34,4.3,15.31,15.89,17.66,3.78,10.37,4.14,14.79,12.15,20.17,8.71,5.08,7.76,8.94,14.48,18.51,22.27,36.63,11.31,34.54,5.73,14.2,30.33
2009-05-15,49007,1.35,4.3,14.96,15.69,17.38,3.77,10.27,4.13,14.56,11.72,19.78,8.64,4.99,7.46,8.86,14.86,19.07,22.56,36.13,11.47,35.22,5.69,14.3,30.13
2009-05-18,51463,1.39,4.24,15.74,16.35,17.62,3.75,10.5,4.22,15.46,12.56,20.07,9.14,5.13,7.98,9.2,15.29,21.3,23.5,37.86,12.24,37.79,6.01,14.77,32.11
2009-05-19,51347,1.41,4.24,15.96,16.21,16.5,3.74,9.91,4.31,15.9,12.92,19.82,9.02,5.11,8.41,8.84,15.04,20.6,22.96,38,12.23,38.62,5.95,14.48,32.36
2009-05-20,51245,1.43,4.24,15.65,16.28,17.94,3.7,9.94,4.32,16.02,12.48,19.82,9.03,5.08,8.07,8.86,14.94,20.14,22.72,38.47,11.98,37.45,5.99,14.33,32.45
2009-05-21,50087,1.44,4.09,15.42,16.26,18.98,3.77,9.89,4.21,15.47,11.81,19.4,8.59,4.99,7.71,8.86,14.77,19.33,21.9,37.72,11.13,35.51,5.7,14.33,31.14
2009-05-22,50568,1.44,4,15.31,16.42,18.79,3.69,10.02,4.31,15.53,12.36,19.38,8.59,5.05,7.89,8.68,14.98,19.25,21.99,38.19,11.49,36.68,5.85,14.12,31.08
2009-05-25,50816,1.43,4,15.31,16.6,18.93,3.73,10.07,4.3,15.74,12.47,19.36,8.83,5.01,7.81,8.68,15.1,18.66,22.11,38.35,11.53,37.02,5.8,14.38,31.36
2009-05-26,51841,1.45,4,15.95,16.9,18.69,3.73,9.93,4.4,16.19,13.19,19.49,9.03,5.12,8.18,8.68,15.23,19.67,22.4,39.25,11.67,38.86,6.23,14.46,32.01
2009-05-27,51792,1.46,3.88,15.92,16.85,18.59,3.79,9.81,4.38,16.29,13.37,19.55,8.71,5.15,8.02,9.38,15.23,19.13,22.15,39.38,11.21,39.54,5.96,14.26,31.16
2009-05-28,53041,1.48,3.88,16.33,17.25,19.1,3.98,9.93,4.45,16.94,13.63,19.58,8.73,5.22,8.12,9.58,15.07,19.4,22.15,40.32,11.41,41.24,6.34,14.3,31.93
2009-05-29,53198,1.47,3.88,16.04,17.12,19.03,4.06,9.99,4.44,17.58,13.46,20.58,9.12,5.24,7.72,9.72,15.07,19.33,21.09,40,11.31,39.35,6.36,14.19,31.3
2009-06-01,54486,1.5,4,16.35,17.46,19.21,3.89,10.04,4.6,18.29,13.37,20.28,9.17,5.27,7.89,9.59,15.1,19.44,21.45,41.15,11.67,39.3,6.35,14.31,32.85
2009-06-02,54000,1.47,4.09,16.75,17.26,18.69,3.8,9.88,4.65,18.31,12.99,19.78,8.75,5.15,7.36,9.72,14.68,19.34,21.13,39.95,11.21,36.92,6.39,13.84,31.73
2009-06-03,52087,1.45,4.09,16.21,16.75,18.65,3.74,9.69,4.8,17.2,12.21,19.55,8.19,5.05,6.92,9.72,14.6,18.56,20.79,38.18,10.75,34.49,6.13,13.8,30.41
2009-06-04,53464,1.45,4.09,16.94,17.06,18.81,3.78,9.77,4.7,17.37,12.62,19.85,8.33,5.04,7.29,10.15,14.61,19.85,21.24,39.37,11.31,36.97,6.25,13.99,31.1
2009-06-05,53341,1.45,4.39,16.52,16.95,18.52,3.74,9.89,4.74,17.64,12.39,19.65,8.15,5.03,7.09,10.64,14.83,20.2,20.77,39.24,11.3,37.36,6.11,13.99,31.43
2009-06-08,53630,1.44,4.39,16.82,17.12,19.41,3.78,9.99,4.78,17.75,12.39,19.45,8.17,5.05,7.21,10.14,14.92,19.56,21.42,39.3,11.2,37.16,6.13,13.99,31.62
2009-06-09,53157,1.42,4.39,16.56,16.82,19.3,3.87,9.88,4.84,17.58,12.48,19.55,8.11,5.06,7.16,10.42,14.72,19.77,21.01,38.93,11.12,36.73,6.04,14.05,31.62
2009-06-10,53411,1.44,4.39,16.71,17.05,19.19,3.85,10.03,4.78,17.69,12.13,19.86,8.07,5.05,7.2,10.11,14.74,20.25,21.05,39.25,10.94,36.73,6.16,13.98,31.9
2009-06-12,53558,1.45,4.39,16.75,17.48,19.14,3.87,10.21,4.74,17.51,12.48,20.53,8,5.21,7.27,10.11,14.42,20.19,21.17,39.15,10.94,36.82,6.25,14.59,31.71
2009-06-15,52034,1.42,4.38,16.22,17.04,18.54,3.73,9.93,4.65,16.73,11.67,19.94,7.76,5.15,6.96,10.29,14.61,19.57,21.42,38.37,10.92,35.46,5.97,14.27,31.09
2009-06-16,51206,1.41,4.38,15.92,16.71,18.26,3.63,9.89,4.65,16.13,11.74,19.78,7.54,5.06,6.94,10.16,15.16,19.35,21.36,37.54,10.66,36.14,5.82,14.33,30.54
2009-06-17,51046,1.44,4.38,15.88,16.61,18.28,3.82,9.83,4.71,16.04,11.94,20.7,7.7,5.11,6.79,10.11,15.08,19.49,21.25,36.77,10.79,36.63,5.74,13.92,30.31
2009-06-18,50903,1.44,4.38,15.54,16.51,17.75,3.85,9.94,4.75,15.8,12.03,20.89,7.75,5.08,6.98,9.92,15.12,19.85,21.12,36.47,10.48,36.43,5.84,13.92,30.12
2009-06-19,51374,1.45,4.29,15.92,16.85,18.01,3.98,9.93,4.85,16,12.08,22.23,7.76,5.15,6.98,9.9,15.8,19.94,20.85,36.93,10.79,36.53,5.76,14.03,30.09
2009-06-22,49495,1.4,4.29,15.48,16.33,18.01,3.92,9.93,4.72,15.1,11.37,22.48,7.57,5.16,6.64,9.72,15.9,18.9,20.41,35.41,10.56,34.73,5.68,14.06,28.46
2009-06-23,49814,1.4,4.29,15.36,15.94,18.01,3.96,9.7,4.79,15.5,11.64,22,7.64,5.13,6.49,9.98,16.02,18.64,20.15,35.89,10.62,35.17,5.55,13.99,28.69
2009-06-24,49672,1.41,4.29,15.2,15.91,18.54,4.07,9.83,4.98,15.45,12.03,21.35,7.53,5.03,6.68,9.77,16.02,19.06,20.31,35.42,10.69,36.92,5.7,14.02,28.04
2009-06-25,51515,1.45,3.92,16.14,16.43,18.5,4.11,9.98,4.94,16.13,12.76,21.35,7.75,5.05,6.99,12.15,17.12,19.89,21.09,36.84,10.61,38.13,5.67,14.46,28.98
2009-06-26,51486,1.45,4.03,16.07,16.64,18.38,4.16,9.99,4.86,16.19,12.69,21.37,7.77,5.13,6.81,10.29,17,19.58,21.41,36.9,10.66,39.01,5.95,14.46,28.49
2009-06-29,52138,1.42,4.03,16.16,16.96,18.04,4.14,10.03,4.89,16.29,13.23,22.04,7.84,5.09,7.05,10.38,16.97,19.76,21.4,37.77,10.74,40.56,6.18,14.46,28.74
2009-06-30,51465,1.44,4.03,16.05,16.78,18.2,4.13,9.93,4.86,15.82,13.23,21.97,7.67,5.16,7.11,10.59,16.48,19.24,21.06,37.16,11.12,39.83,5.99,14.65,28.4
2009-07-01,51544,1.43,4.03,16.18,16.71,18.39,4.14,9.88,4.96,15.79,13.3,21.89,7.63,5.27,7.07,10.37,16.91,19.58,21.01,36.2,11.35,41.05,6.17,14.73,28.51
2009-07-02,51025,1.43,4.03,16.52,16.36,18.61,4.07,9.92,4.96,15.54,13.17,21.74,7.53,5.29,7.19,10.57,17.42,19.58,20.94,35.43,11.31,41.29,6.05,14.84,28.28
2009-07-03,50935,1.44,4.03,16.52,16.17,19.3,4.16,9.88,4.91,15.42,13.34,21.72,7.53,5.23,7.29,10.62,17.37,19.54,20.68,35.13,11.35,41.97,5.93,14.84,28.14
2009-07-06,50622,1.58,4.03,16.6,16.17,19.83,4.2,9.96,4.96,15.23,13.5,22.31,7.37,5.23,7.42,10.68,17.29,20.04,20.9,33.84,10.94,42.02,6.01,14.88,27.64
2009-07-07,49457,1.57,3.9,16.43,15.89,19.42,4.15,9.89,5.01,14.88,13.19,22.31,7.42,5.21,7.37,10.85,17.12,19.9,21.09,33.51,10.62,42.75,5.72,14.96,26.26
2009-07-08,49178,1.57,3.87,15.92,15.66,18.84,4.14,9.83,5.23,14.71,12.65,22.04,7.38,5.25,7.19,10.93,16.91,19.76,21.01,33.03,10.8,41.58,5.73,14.97,26.81
2009-07-10,49221,1.57,3.87,15.61,15.52,18.88,4.3,9.92,5.44,14.68,12.94,22.13,7.13,5.3,7.35,10.72,16.28,19.66,20.76,33.8,10.85,45.03,5.72,14.84,26.76
2009-07-13,49187,1.58,3.87,15.61,15.84,19.9,4.32,9.72,5.32,14.57,12.54,22.14,7.24,5.15,7.29,10.68,15.32,19.58,21.09,33.74,10.92,45.76,5.78,14.84,26.76
2009-07-14,48873,1.56,3.8,15.61,15.68,19.83,4.19,9.43,5.25,14.36,13.05,21.58,7.29,5.04,7.29,10.94,14.76,19.54,21.42,33.6,10.79,47.61,5.75,14.69,26.53
2009-07-15,51297,1.61,3.8,16.33,16.43,20.1,4.2,9.82,5.3,15.3,14.07,21.93,7.62,5.06,7.79,10.9,14.71,20.38,22.47,34.85,11.1,50.04,5.9,14.77,28.59
2009-07-16,51918,1.61,3.8,16.33,16.45,21.07,4.07,10.04,5.35,15.68,14.35,22.01,7.81,5.17,8.19,11.07,15.04,20.67,22.7,35.22,11.24,49.11,5.91,14.76,28.63
2009-07-17,52072,1.62,3.56,16.37,16.47,20.63,3.95,9.96,5.38,15.84,14.75,22.3,7.67,5.19,8.44,11.72,15.2,20.65,22.96,35.96,11.33,49.02,5.92,14.76,28.61
2009-07-20,53155,1.64,3.8,16.64,16.87,20.19,3.96,10.14,5.46,16.5,15,22.37,7.84,5.18,9.02,13.34,15.21,21.83,22.88,36.7,11.67,49.99,5.92,14.92,29.71
2009-07-21,53234,1.62,3.8,16.84,16.8,19.7,4.07,9.97,5.51,16.68,15.02,22.34,7.95,5.1,9.22,13.02,15.13,21.81,22.87,36.65,12.03,49.99,5.73,14.99,30.04
2009-07-22,53073,1.58,3.63,16.78,16.59,19.41,4.04,9.96,5.4,16.71,15.42,21.93,7.91,5.09,9.17,13.33,14.95,21.9,22.19,36.32,11.99,49.94,5.73,14.96,29.43
2009-07-23,54249,1.63,3.63,17.21,16.9,19.42,4.08,10.11,5.35,17.09,16.03,21.89,7.82,5.07,9.89,13.1,15.16,22.94,22.47,37.26,12.22,51.93,5.68,15.23,30.05
2009-07-24,54457,1.6,3.63,17.59,17.04,19.54,4.08,10.07,5.25,16.99,16.04,21.78,7.91,5.08,10.18,13.02,14.94,23.39,22.31,37.21,12.09,52.22,5.99,15.17,30.3
2009-07-27,54549,1.59,3.64,17.66,17.01,19.75,4.02,9.94,5.56,17.04,16.61,21.7,7.83,5.04,10.63,12.5,14.91,23.42,21.89,37.17,12.96,51.98,6.43,14.95,30.5
2009-07-28,54472,1.57,3.64,17.85,16.94,20,3.98,10.2,5.46,17.22,16.93,21.43,7.94,5.1,10.19,12.26,14.94,24.07,21.37,36.42,13.08,52.42,6.55,14.73,30.41
2009-07-29,53735,1.57,3.64,17.55,16.6,20.18,3.94,10.22,5.37,16.84,16.53,21.62,7.89,5.1,9.91,12.28,14.85,24.38,21.6,35.08,12.96,51.98,6.43,14.83,29.76
2009-07-30,54478,1.59,3.85,18.02,17.22,20.1,3.95,10.22,5.45,17.3,16.78,21.85,8.09,5.24,10.21,12.89,14.98,24.08,21.9,35.43,13.33,52.17,6.36,14.99,30.13
2009-07-31,54766,1.58,3.85,17.92,17.25,20.1,4,10.3,5.53,17.43,17.15,22.01,8.58,5.23,10.32,13.33,14.86,24.39,21.74,35.73,13.95,52.46,6.48,14.88,30.5
2009-08-03,55998,1.62,4.01,18.26,17.57,20.12,4.07,10.45,5.57,17.88,17.56,21.85,9.37,5.34,10.13,13.89,14.98,25.33,22.2,36.84,13.79,55.82,6.55,14.97,31.35
2009-08-04,56038,1.63,4.39,18.62,17.19,19.9,4.05,10.74,5.66,17.62,18.4,22.04,9.26,5.39,10.34,14.76,15.59,26.43,22.83,36.23,13.51,54.36,6.42,14.79,31.3
2009-08-05,56384,1.62,4.39,19.25,17.33,19.73,4.14,10.58,6.71,17.93,18.48,22.54,9.21,5.4,10.32,15.63,15.72,26.43,22.84,36.47,13.69,54.36,6.56,14.76,31.35
2009-08-06,55755,1.62,4.48,18.49,17.26,19.83,4.07,10.64,6.71,18.07,17.64,23.62,9.33,5.36,9.9,15.54,15.65,25.12,22.56,35.96,14.02,53.19,6.66,14.98,30.92
2009-08-07,56330,1.63,4.39,18.57,17.43,19.68,4.09,10.78,6.7,18.16,17.2,22.93,9.41,5.39,9.93,15.54,15.71,25.41,22.76,36.19,14.57,52.46,6.61,14.84,31.24
2009-08-10,56830,1.64,4.39,18.65,17.89,20.66,4.16,10.97,6.64,18.21,17.11,22.56,10.15,5.34,9.93,15.76,15.01,26.37,23.24,36.24,15.03,53.44,6.68,15.08,31.16
2009-08-11,55761,1.64,4.58,18.72,17.26,20.71,4.07,10.66,6.56,17.89,17.29,21.76,10.06,5.38,9.87,15.76,14.82,26.08,23.41,35.09,14.52,51.98,6.61,15.04,30.37
2009-08-12,56588,1.67,4.58,18.83,17.54,20.68,4.09,10.83,6.52,18.41,18.22,21.24,10.07,5.32,10,16.14,15.32,25.47,23.65,35.87,14.94,54.89,6.36,15.21,30.65
2009-08-13,57048,1.69,4.48,19.28,17.26,20.51,4.58,10.72,6.31,18.56,18.52,21.38,9.92,5.31,10.54,16.24,14.86,24.81,23.9,36.43,14.51,56.4,6.38,15.46,31.44
2009-08-14,56638,1.72,4.39,19.18,17.04,20.56,4.52,10.83,6.31,18.2,18.54,21.22,9.57,5.28,10.47,15.97,14.91,24.28,23.94,36.24,14.61,57.81,6.39,15.25,31.7
2009-08-17,55218,1.72,4.39,18.62,16.63,19.95,4.38,10.61,6.28,17.47,18.18,20.49,9.55,5.16,10.15,15.55,14.38,24.34,24.27,35.87,14.61,54.31,6.26,14.84,30.38
2009-08-18,55749,1.7,4.39,19.05,16.72,19.95,4.48,10.96,6.26,17.84,18.72,21.12,9.36,5.23,10.67,16.06,14.67,25.77,23.82,36.06,15.51,55.72,6.26,14.92,30.22
2009-08-19,56156,1.71,4.39,19.32,16.85,20.15,4.6,10.89,6.31,17.69,18.8,20.43,9.36,5.17,10.84,15.47,14.61,26.15,23.95,36.52,15.28,56.25,6.46,14.81,30.2
2009-08-20,56831,1.72,4.34,19.58,17.16,20.49,4.67,11,6.28,18.13,19.88,20.93,9.56,5.2,11.21,15.41,14.57,26.28,24.01,36.89,15.66,57.08,6.47,14.97,30.44
2009-08-21,57729,1.76,4.34,19.58,17.23,20.8,4.92,11.21,6.56,18.24,20.99,20.68,9.59,5.2,12.32,15.6,14.73,27.23,24.15,37.64,16.54,63.44,6.5,15.19,30.87
2009-08-24,57775,1.75,4.58,19.59,17.24,20.43,4.85,10.96,6.36,18.78,21.39,20.92,9.45,5.22,12.31,15.19,14.79,26.58,24.64,37.39,16.12,63.4,6.61,15.23,31.24
2009-08-25,57421,1.76,4.58,19.8,17.37,20.29,4.79,10.79,6.29,18.46,21.47,20.65,9.43,5.3,12.12,14.93,14.8,26.43,24.39,37.18,15.44,59.75,6.63,15.21,31.02
2009-08-26,57766,1.76,4.52,20.09,17.5,20.68,4.85,10.98,6.36,18.38,22.46,20.89,9.62,5.31,12.87,15.37,14.72,27.23,24.23,36.96,15.07,62.62,6.77,15.39,30.94
2009-08-27,57704,1.76,4.52,20.24,17.65,20.63,4.82,11.04,6.34,18.36,22.11,22.04,9.79,5.29,12.36,15.19,14.61,26.66,24.15,36.43,14.63,61.94,6.8,15.36,30.75
2009-08-28,57701,1.79,4.52,20.33,17.75,20.75,4.8,10.94,6.41,18.28,21.85,21.62,9.61,5.3,12.38,16.05,14.43,26.55,24.72,36.42,15.07,60.09,6.94,15.43,31.2
2009-08-31,56489,1.77,4.47,19.98,17.58,20.39,4.79,11.16,6.43,17.77,21.11,21.12,9.52,5.4,11.84,15.9,14.6,26.61,24.87,34.79,15.44,58.1,7.17,15.85,30.2
2009-09-01,55815,1.76,4.39,19.67,17.24,20.02,4.74,11.07,6.37,17.62,19.69,20.88,9.41,5.24,11.43,15.57,14.91,26.11,24.8,34.6,15.53,55.77,6.88,15.66,30.1
2009-09-02,55386,1.73,3.81,19.48,17.3,20,4.62,10.92,6.37,17.55,18.72,20.71,9.31,5.15,10.82,15.64,14.74,25.77,24.68,35.09,14.84,52.76,6.8,15.28,29.65
2009-09-03,55707,1.75,3.95,19.69,17.31,20.29,4.63,10.77,6.43,17.73,18.58,21.07,9.46,5.18,10.95,15.63,14.8,25.68,24.68,35.01,14.94,53.92,6.75,15.56,30.03
2009-09-04,56652,1.73,3.95,20.28,17.85,20.48,4.58,10.81,6.46,18.15,20.14,21.35,9.5,5.17,11.51,15.94,14.79,26.52,24.68,35.64,15.44,58.15,6.81,15.54,30.54
2009-09-07,56652,1.73,3.95,20.28,17.85,20.48,4.58,10.81,6.46,18.15,20.14,21.35,9.5,5.17,11.51,15.94,14.79,26.52,24.68,35.64,15.44,58.15,6.81,15.54,30.54
2009-09-08,57855,1.75,3.95,20.61,18.06,20.92,4.68,10.85,6.63,18.51,20.74,21.7,9.78,5.21,12.1,16.97,14.91,26.95,25.25,36.41,15.81,60.38,6.96,15.77,31.53
2009-09-09,57910,1.76,3.95,20.96,18.15,21,4.63,10.74,6.51,18.24,21.12,21.55,9.86,5.27,11.98,16.63,15.1,26.61,25.21,36.89,15.9,58.88,7.07,16.09,31.41
2009-09-10,58536,1.76,3.95,21.15,18.38,21.85,4.66,10.74,6.53,18.29,20.83,21.93,10.12,5.28,11.75,16.71,15.72,26.79,25.59,37.23,15.72,59.75,7.05,16.2,31.99
2009-09-11,58366,1.75,3.95,21.06,18.63,21.94,4.61,10.79,6.47,18.38,21.07,21.84,10.11,5.29,11.82,16.92,15.59,27.06,25.08,36.84,15.56,59.51,6.98,16.08,31.62
2009-09-14,58868,1.77,3.95,21.54,18.71,22.33,4.76,10.79,6.45,18.6,21.39,22,10,5.28,12.27,17.02,15.56,27.41,25.45,36.95,15.71,60.38,7.11,16.23,32.03
2009-09-15,59264,1.79,3.95,22.03,18.94,22.71,4.71,10.83,6.49,19.03,21.89,21.78,9.98,5.24,12.47,17.15,15.53,27.55,25.47,37.34,16.36,62.76,7.06,16.22,32.5
2009-09-16,60411,1.89,3.95,22.34,19.59,22.65,4.81,10.85,6.53,19.67,22.14,22.01,9.97,5.29,12.81,17.53,15.32,28.11,25.29,38,16.65,66.07,7.3,16.74,33.14
2009-09-17,60236,1.89,3.95,22.61,19.73,22.09,4.86,10.9,6.66,19.58,21.39,22.05,9.94,5.39,12.58,17.3,15.47,27.99,25.37,38.05,16.66,64.61,7.27,16.69,32.73
2009-09-18,60703,1.89,3.95,22.77,20.11,22.74,4.77,10.81,6.71,19.93,20.95,22.01,9.86,5.32,12.38,17.67,15.13,28.12,25.52,38.09,16.87,66.31,7.27,16.87,32.92
2009-09-21,60928,1.89,3.95,22.53,20.13,23.67,4.69,10.89,6.82,19.89,21.24,21.35,9.75,5.26,12.3,17.54,15.16,27.72,25.45,38.14,16.99,68.06,7.3,17.22,33.49
2009-09-22,61493,1.9,3.95,22.83,20.25,23.65,4.64,10.82,6.86,19.85,21.9,21.4,10.25,5.28,12.31,17.58,15.35,27.32,25.49,38.31,16.87,73.69,7.31,17.08,34.39
2009-09-23,60496,1.9,3.95,22.35,19.83,23.19,4.6,10.65,6.77,19.45,21.03,21.29,10.41,5.28,11.75,17.45,15.2,26.33,25.33,37.5,16.54,70.24,7.06,16.52,34.05
2009-09-24,60046,1.9,3.95,22.22,19.48,22.67,4.58,10.65,6.72,19.18,20.5,21,10.16,5.34,11.56,17.59,15.07,26.57,25.45,36.75,16.57,68.11,7.15,16.39,33.46
2009-09-25,60356,1.88,4.37,22.54,19.31,22.77,4.53,10.87,6.71,19.11,21.16,20.9,9.9,5.51,11.65,17.46,14.97,27.1,25.57,36.84,16.45,70.88,7.02,16.43,33.5
2009-09-28,61317,1.91,4.37,22.91,19.45,23.1,4.5,10.78,6.83,19.65,21.2,20.86,10,5.58,12.04,17.67,14.95,27.06,25.69,37.82,16.27,71.85,7.23,16.44,34.06
2009-09-29,61235,1.92,4.43,23.35,19.77,22.88,4.61,10.8,6.77,19.4,20.58,20.76,9.75,5.45,11.75,17.71,14.95,27.45,25.63,37.85,16.25,70.92,7.12,16.69,33.76
2009-09-30,61518,1.94,4.42,23.85,20.43,22.91,4.68,10.72,6.74,19.72,20.54,21.16,9.64,5.57,11.57,17.75,15.1,27.64,26.06,37.86,16.28,69.22,7.04,16.58,33.91
2009-10-01,60459,1.99,4.42,23.41,20.05,22.45,4.72,10.66,6.75,19.19,19.83,20.65,9.4,5.59,11.06,17.64,15.15,26.79,26.1,37.07,16.08,64.61,7.04,16.77,32.97
2009-10-02,61172,1.98,4.42,23.16,20.2,22.14,4.91,10.82,6.82,19.42,20.76,21.01,9.55,5.72,11.58,17.58,15.72,27.32,26.37,36.91,17.05,63.64,7.2,16.88,33.72
2009-10-05,62369,2.02,4.42,23.56,20.97,22.28,5.08,11.04,7.1,19.94,20.94,21.47,9.57,5.78,11.65,17.93,16.27,29.15,26.72,37.05,17.88,64.85,7.17,16.62,34.17
2009-10-06,62671,2.08,4.39,23.25,20.44,22.96,5.12,10.98,7.14,20.18,21.57,21.39,9.65,5.84,11.81,18.1,16.27,30.17,26.84,37.37,17.74,64.27,7.18,17.04,34.48
2009-10-07,62638,2.06,4.38,22.68,19.76,22.82,5.14,11.01,7.11,20.21,21.83,21.61,9.39,5.72,11.82,18.15,16.17,30.04,26.72,37.54,17.23,64.95,7.23,16.96,35.31
2009-10-08,63760,2.07,4.39,23.1,20.13,23.2,5.17,11.03,7.24,20.63,22.28,21.58,9.46,5.79,12.1,18.08,16.33,30.46,26.76,38.51,17.27,66.07,7.23,17.04,35.81
2009-10-09,64071,2.1,4.39,23.58,20.34,23.06,5.19,11.11,7.37,20.59,22.14,21.55,9.43,5.83,11.92,18.32,16.2,30.17,26.72,38.56,17.33,64.61,7.24,17.1,36
2009-10-13,64646,2.11,4.39,23.98,20.53,23.35,5.12,11.26,7.37,20.92,23.61,21.65,9.49,5.86,12.98,18.49,16.19,30.47,26.97,38.77,17.74,68.01,7.42,17.01,35.65
2009-10-14,66201,2.13,4.39,24.74,21.25,23.52,5.08,11.36,7.5,21.97,24.86,21.87,9.66,5.92,13.45,18.67,16.03,30.46,27.57,39.35,18.05,68.5,7.52,17.34,37.3
2009-10-15,66703,2.13,4.39,24.48,21.32,23.3,5.34,11.41,7.36,22.41,24.33,22,9.48,5.99,13.29,18.75,15.92,30.26,27.75,39.9,18.2,69.08,7.68,17.32,37.7
2009-10-16,66200,2.14,4.39,23.86,20.83,22.69,5.46,11.47,7.5,22.03,24.59,21.55,9.45,5.97,13.32,18.75,15.87,29.5,27.65,39.67,18.15,68.01,7.56,17.7,37.25
2009-10-19,67239,2.18,4.1,23.97,21,22.6,5.49,11.47,7.34,22.82,24.06,21.57,9.55,5.91,13.56,19.53,16.14,29.43,27.43,40.76,18.09,67.48,7.56,18.24,38.37
2009-10-20,65303,2.16,4.1,23.24,20.41,22.33,5.18,11.05,7.03,22.23,22.56,21.16,9.43,5.78,13.01,20.07,15.53,28.48,27.12,40.04,17.2,64.22,7.38,17.24,37.68
2009-10-21,65486,2.13,4.1,23.25,20.34,22.57,5.13,11.05,7.08,23.02,22.11,20.7,9.37,5.6,13.21,19.72,15.42,28.83,27.24,39.86,17.92,63.88,7.33,17.63,37.96
2009-10-22,66135,2.15,3.98,23.71,20.83,22.19,5.11,10.93,7.15,23.15,22.46,20.83,9.63,5.62,13.01,19.46,15.24,28.44,26.51,40,17.69,62.91,7.37,17.2,38.63
2009-10-23,65059,2.14,4.01,23.22,20.58,21.7,5.11,10.91,7.03,22.83,21.65,20.41,9.46,5.62,12.85,20.14,14.92,27.28,25.94,39.31,17.92,63.83,7.12,17,37.96
2009-10-26,65086,2.13,4.01,22.96,20.38,21.92,5.24,10.69,6.83,22.33,21.45,20.05,9.51,5.56,12.94,19.36,15.09,27.27,26.11,39.49,18.05,63.1,7.16,17,38.2
2009-10-27,63161,2.09,4.01,22.22,19.78,21.5,5.29,10.74,6.84,21.68,19.96,19.67,9.41,5.51,12.02,18.41,14.92,27.28,25.82,38.49,17.63,58.54,7.19,17.01,36.76
2009-10-28,60162,2.03,4.01,20.7,19.18,20.88,5.21,10.62,6.63,20.59,18.98,18.98,9.34,5.44,11.09,17.8,14.68,26.21,25.52,37.31,17.05,54.89,6.9,16.72,35.16
2009-10-29,63721,2.14,3.9,22.26,20.2,21.29,5.35,10.58,6.88,21.72,20.58,19.62,9.41,5.62,11.72,18.45,15.2,29.11,25.83,38.74,17.69,59.85,7.15,17.35,38.28
