"datas","X.BVSP","ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRFS3.SA","BRML3.SA","CCRO3.SA","CPFE3.SA","CRUZ3.SA","CSAN3.SA","CSNA3.SA","CYRE3.SA","DTEX3.SA","ELET3.SA","ELPL4.SA","EMBR3.SA","ENBR3.SA","EVEN3.SA","GFSA3.SA","HGTX3.SA","ITSA4.SA","JBSS3.SA","LIGT3.SA","LREN3.SA","MRFG3.SA","MRVE3.SA","NATU3.SA","PDGR3.SA","PETR3.SA","POMO4.SA","RENT3.SA","RSID3.SA","SBSP3.SA","SUZB5.SA","TBLE3.SA","VALE3.SA"
2009-11-05,64816,2.14,4.61,22.87,20,21.59,9.35,5.4,10.64,6.77,15.69,22.04,21.44,9.35,20.47,20.03,8.19,5.72,5.41,11.94,20.14,7.66,10.28,15.04,28.78,21.87,10.02,26.76,12.29,39.1,2.6,17.1,63.2,7.25,12.84,17.43,38.81
2009-11-06,64466,2.13,4.61,22.64,19.92,21.89,9.26,5.46,10.62,6.88,15.79,21.65,21.3,9.19,20.78,19.86,8.16,5.86,5.43,12.06,20.2,7.62,9.89,15.06,29.73,21.23,10.06,26.92,12.41,38.56,2.58,17,62.62,7.19,13.03,17.51,38.56
2009-11-09,66214,2.16,5.36,23.6,20.35,22.29,9.82,5.68,10.57,7.15,16.17,21.75,21.36,9.65,21.41,20.99,8.32,5.95,5.7,12.27,21.01,7.76,10.26,15.16,30.04,20.43,10.6,27.16,12.92,39.58,2.59,17.46,65.34,7.14,13.24,17.4,39.89
2009-11-10,66303,2.2,5.36,23.86,20.45,22.72,9.47,5.8,10.87,7.12,15.92,21.62,21.23,9.78,21.38,20.66,8.5,5.9,5.48,12.33,20.97,7.8,10.16,15.04,30.11,20.23,10.46,26.92,12.79,40.13,2.53,17.41,65.44,7.18,13.45,17.47,39.45
2009-11-11,66431,2.27,5.36,23.77,20.45,22.09,9.44,5.75,10.97,7.17,16.34,21.63,21.61,9.54,21.32,20.84,8.32,5.91,5.56,12.47,21.14,7.84,10.03,14.95,29.73,19.53,10.5,26.84,12.76,40.41,2.49,17.19,65.58,7.23,13.6,17.87,39.38
2009-11-12,64448,2.15,5.36,23.73,19.93,21.36,9.66,5.55,10.7,6.82,16.42,21.39,20.58,9.46,20.86,20.32,8.16,5.84,5.28,12.1,21.23,7.62,9.38,14.96,30.39,18.94,10.15,25.98,12.61,39.3,2.4,17.46,63.15,7.1,13.11,17.47,37.95
2009-11-13,65326,2.16,5.36,24.54,20.15,20.46,10.02,5.72,10.77,6.75,16.74,21.3,21.88,9.46,21.37,21.1,8.27,6.01,5.48,12.39,21.53,7.87,8.94,15.14,31.37,19.16,10.6,26.01,13.08,39.67,2.5,18.01,63.69,7,13.36,17.35,38.61
2009-11-16,66627,2.24,5.36,24.46,20.83,20.47,11.01,5.75,11.06,7.07,17.05,21.96,22.1,9.75,21.43,21.37,8.35,6.18,5.75,12.64,22.1,7.86,9.09,15.24,32.63,19.38,10.79,27.16,13.48,39.86,2.46,18.37,65.1,7.26,13.65,17.47,40.15
2009-11-17,67406,2.24,5.36,24.46,20.87,20.63,10.4,5.75,11.08,7.01,16.68,22.09,22.05,10.11,21.42,21.34,8.47,6.18,5.71,12.57,22.1,7.93,9.39,15.36,32.49,19.37,10.65,27.33,13.03,40.92,2.48,18.01,64.12,6.95,13.61,17.31,40.68
2009-11-18,66516,2.24,5.36,23.69,20.91,19.9,10.62,5.76,11.11,7.14,16.7,21.76,21.66,9.86,21.32,21.16,8.39,5.87,5.74,12.26,22.14,7.85,9.33,15.08,32.14,19.29,10.39,27.07,12.95,40.58,2.47,17.92,65.1,6.74,13.4,17.11,39.98
2009-11-19,66327,2.21,5.36,23.5,20.49,19.61,10.76,5.55,10.88,6.9,16.22,21.83,21.7,10,21.16,21.17,8.21,5.72,5.82,12.34,22.23,7.72,9.33,15.14,32.56,18.96,10.17,27.29,12.8,40.69,2.46,17.91,66.55,6.77,13.28,17.47,40.07
2009-11-23,66809,2.2,5.36,23.68,20.62,19.76,10.68,5.77,11.08,7.03,16.02,21.7,21.83,10.11,21.21,20.82,8.32,5.49,5.82,12.82,22.49,7.7,9.33,15.24,33.55,19.18,10.49,27.67,13.44,40.78,2.46,17.8,69.47,7.21,13.41,16.97,40.5
2009-11-24,67317,2.21,5.36,23.62,20.8,19.75,10.63,5.76,10.98,6.94,15.74,21.53,21.88,10.54,21.42,20.49,8.29,5.55,5.82,12.36,22.4,7.81,9.28,14.92,34.51,19.14,10.6,27.43,13.8,41.04,2.48,17.84,68.88,7.14,13.61,16.8,40.73
2009-11-25,67917,2.2,6.43,23.64,20.87,19.98,10.68,5.84,11.11,6.88,16.58,21.58,21.79,10.98,22.01,20.15,8.23,5.98,5.85,12.44,22.7,8.03,9.42,14.96,34.58,19.33,10.63,27.91,13.95,41.57,2.54,18.01,69.13,7.12,14.59,16.88,41.41
2009-11-26,66392,2.17,6.44,23.15,20.4,19.76,10.67,5.68,10.87,6.76,16.61,21.24,21.13,10.8,22.54,20.09,8.16,5.92,5.94,12.23,22.83,7.72,9.26,14.78,33.11,19.14,10.38,27.04,13.78,40.41,2.55,17.83,67.67,6.96,14.33,16.53,40.18
2009-11-27,67082,2.2,6.36,23.6,20.61,19.83,10.79,5.71,11.09,6.87,16.93,21.26,20.94,10.98,22.97,19.79,8.31,6.02,6.15,12.12,22.2,7.79,9.26,14.97,33.05,19.6,10.51,27.41,13.79,41,2.56,18.05,67.77,7.06,14.51,16.73,40.84
2009-11-30,67044,2.2,6.34,23.69,20.43,19.91,10.79,5.84,10.77,6.56,16.42,21.21,22.01,11.17,22.24,19.71,8.22,5.91,6.4,12.6,22.83,7.85,9.38,15.01,34.04,20.43,10.72,27.37,14.27,40.89,2.54,18.01,71.41,7.06,15.28,16.68,40.36
2009-12-01,68546,2.21,5.85,23.56,21.05,20.1,10.54,5.9,11.34,6.66,16.66,21.65,22.63,11.16,23.6,20.35,8.24,6.19,6.55,12.45,23.27,8.11,9.75,15.17,33.82,20.01,11.08,28.23,14.52,41.8,2.54,18.57,74.28,7.19,15.17,17.08,41.08
2009-12-02,68615,2.21,5.85,23.31,21.4,19.53,10.68,6.04,11.38,6.61,17.57,21.96,22.49,11.1,25.15,20.99,8.22,6.32,6.73,12.34,23.27,8.26,9.59,15.45,34.79,19.93,11.86,28.88,14.99,41.34,2.57,18.89,76.27,7.18,14.96,17.3,40.75
2009-12-03,68315,2.93,6.36,23.39,21.34,19.53,10.54,5.94,11.71,6.53,17.73,21.91,22.46,10.85,25.55,21.19,8.16,6.42,7.01,12.64,23.7,8.18,9.63,15.28,35.08,20.07,11.53,28.88,14.36,40.8,2.56,18.92,74.81,7.19,14.65,17.33,40.3
2009-12-04,67604,2.85,6.36,23.24,21.44,19.33,10.09,5.84,11.66,6.4,17.67,21.68,22.1,10.58,25.56,20.71,8.1,6.39,6.94,12.75,23.57,8.23,9.72,15.02,34.41,19.98,11.64,28.98,14.3,39.98,2.54,18.47,74.86,7.05,14.96,17.24,39.56
2009-12-07,68512,2.96,5.99,23.85,21.7,19.42,10.11,6.12,12.02,6.69,17.84,21.79,22.65,10.8,25.88,20.53,8.23,6.47,7.06,12.83,24.09,8.42,10.14,15.16,34.34,20.61,11.78,28.96,14.48,40.11,2.55,18.57,76.75,7.28,15.32,17.39,39.63
2009-12-08,67729,2.94,5.95,23.69,21.56,19.42,9.86,6.07,12.05,6.43,17.52,21.44,22.28,10.68,26.61,19.98,8.36,6.67,6.96,12.51,24.01,8.34,10.25,15.14,33.99,20.92,11.56,29.08,14.04,39.02,2.54,18.47,76.27,7.3,15.2,17.47,39.27
2009-12-09,68012,2.94,5.95,23.52,21.53,19.42,9.67,6.17,12.28,6.57,17.55,21.54,22.19,10.54,27.68,20.29,8.23,6.67,6.89,12.55,24.31,8.39,10.26,15.57,34.18,20.24,11.6,29.16,13.87,39.11,2.55,18.36,76.71,7.35,15.08,17.31,39.68
2009-12-10,68728,2.89,5.95,23.53,21.76,19.38,9.89,6.06,12.24,6.64,17.54,21.65,22.11,10.76,29.71,20.64,8.37,6.71,6.97,12.4,24.31,8.43,9.87,16.05,34.04,19.93,11.68,29.12,14.47,39.3,2.57,18.64,76.51,7.4,16.26,17.47,40.34
2009-12-11,69267,2.91,5.94,23.6,22.01,20.15,9.95,6.16,12.59,6.77,17.52,21.72,22,10.69,29.27,20.53,9.12,6.71,6.95,12.36,24.57,8.44,10.16,16.2,34.18,19.58,11.5,29.53,14.15,39.02,2.57,18.02,76.22,7.5,16.52,17.47,40.67
2009-12-14,69349,2.94,5.95,23.77,21.77,20.2,10.07,6.17,12.55,6.64,18.21,21.82,21.88,10.83,27.44,20.7,8.84,6.71,6.97,12.34,24.74,8.41,9.85,16.13,34.13,19.2,11.19,29.9,14.07,38.67,2.54,17.83,75.54,7.45,17.07,17.61,41.4
2009-12-15,69311,2.97,5.95,23.77,21.88,20.29,10.16,5.96,12.08,6.56,18.64,21.68,21.43,10.77,27.69,20.35,9,6.58,6.87,12.14,24.83,8.43,9.57,16.12,33.92,18.86,10.99,31,13.8,39.05,2.6,17.61,73.79,7.48,16.78,17.7,41.35
2009-12-16,68622,2.97,5.95,23.5,21.34,20.54,10.27,5.79,11.73,6.47,18.24,21.61,21.03,11.08,27.19,20.24,8.82,6.46,6.63,12.01,25.13,8.32,9.28,15.7,32.66,18.55,10.9,31.04,13.36,39.3,2.68,17.81,71.9,7.5,16.69,17.2,41.13
2009-12-17,67068,2.98,5.9,22.58,20.76,20.42,9.84,5.89,11.88,6.42,17.68,21.41,20.71,10.81,26.75,20.25,8.94,6.46,6.64,11.54,25.18,8.18,9.04,15.55,32.66,18.69,10.54,29.69,13.12,38.38,2.62,17.46,69.47,7.32,16.46,17.62,39.86
2009-12-18,66794,2.98,5.9,22.7,20.62,20.66,9.71,5.98,11.83,6.36,17.88,20.61,20.92,10.83,26.84,20.02,8.78,6.37,6.73,11.58,25.18,8.14,9.33,15.42,32.49,18.44,10.72,29.78,13,38.32,2.8,16.77,69.42,7.35,16.51,17.47,39.77
2009-12-21,65925,2.99,6.04,22.39,20.64,20.87,9.78,5.97,11.65,6.39,17.37,19.94,20.14,11.12,26.61,20.14,8.84,6.23,6.64,11.52,25.35,8.21,8.89,15.39,32.72,18.69,10.69,29.62,12.92,37.26,2.8,16.27,70.68,7.35,16.5,17.47,39.63
2009-12-22,67418,3.06,6.04,22.2,20.79,21.24,9.8,6.09,12.06,6.44,18.54,20.27,20.81,11.55,26.37,20.14,8.64,6.34,6.65,11.78,24.92,8.15,9.23,15.57,34.13,19.08,10.96,30.17,13.36,38,2.84,16.54,71.41,7.42,17.85,16.7,40.38
2009-12-28,67902,3.02,5.36,22.24,20.57,21.7,9.44,6.03,11.85,6.46,19.44,20.42,21.07,11.56,27.59,19.96,8.89,6.36,6.8,11.84,25.26,8.1,9.31,15.42,35.01,19.03,11.61,30.18,13.87,38.14,2.72,17.28,71.85,7.42,17.23,16.92,41
2010-01-04,70045,3.16,6.19,22.93,21.77,22.23,9.71,6.19,12.25,6.66,20.32,20.91,21.56,12.23,28.98,20.81,9.28,6.43,6.81,12.06,25.61,8.68,9.45,15.97,35.82,19.34,11.63,30.92,13,38.6,2.81,17.92,76.27,7.68,16.99,17.14,42.39
2010-01-05,70240,3.18,6.24,22.7,21.47,22.46,9.89,6.27,12.1,6.76,20.33,21.1,21.36,12.78,28.74,20.51,9.07,6.48,6.67,11.86,25.74,8.65,9.36,15.58,34.53,20.73,11.47,30.53,12.8,38.37,2.82,18.16,74.76,7.69,17.74,17.28,42.79
2010-01-06,70729,3.21,6.48,22.73,21.34,22.77,10.34,6.48,12.18,6.72,19.75,21.13,21.39,13.13,28.37,20.52,9.03,6.58,6.6,11.88,26.05,8.54,9.51,15.57,33.86,21.28,11.67,30.9,12.68,38.75,2.89,19.58,75.78,7.69,17.93,17.1,43.69
2010-01-07,70451,3.23,6.46,22.73,21.29,22.63,10.2,6.42,12.03,6.7,18.7,20.9,20.98,13.07,29.03,20.55,8.91,6.62,6.5,11.67,26.05,8.49,9.72,15.26,33.55,22.33,11.25,29.86,12.57,38.52,2.96,18.75,74.33,7.57,17.85,17.21,43.87
2010-01-08,70263,3.22,6.46,22.86,21.32,22.72,10.11,6.42,12.18,6.9,18.86,21.38,20.94,13.1,29.52,20.48,8.89,6.71,6.38,11.41,26.48,8.43,9.73,14.96,33.73,22.77,10.92,29.37,12.13,38.23,3.01,18.92,73.6,7.7,17.93,17.07,44.3
2010-01-11,70433,3.18,6.46,23.04,21.25,22.65,9.94,6.48,12.47,6.92,18.93,21.8,21.15,13,29.06,20.96,8.97,6.83,6.26,11.34,26.78,8.4,9.58,14.89,34.35,22.08,11.06,28.78,12.26,38.27,2.98,19.03,71.41,7.75,18.18,16.77,44.17
2010-01-12,70076,3.2,5.75,22.85,21.36,22.57,9.83,6.48,12.55,6.8,18.53,21.39,21.49,13.57,28.79,21.12,9.27,7.05,6.29,11.57,26.83,8.4,9.33,15.11,35.15,21.93,11.25,29.45,12.76,37.79,3.12,19.58,72.43,7.6,17.74,16.76,44.05
2010-01-13,70385,3.25,5.7,23.14,21.5,22.78,9.82,6.39,12.49,6.74,18.37,21.76,21.16,12.99,29.07,21.24,9.18,6.94,6.77,11.41,27.43,8.37,9.64,15.24,35.56,22.13,11.09,29.05,12.92,37.45,3.1,19.69,72.38,7.69,17.93,16.6,44.59
2010-01-14,69801,3.29,5.7,22.81,21.22,22.36,9.33,6.42,12.43,6.9,18.81,21.95,20.97,12.43,28.6,20.9,9.1,7,6.7,11.33,27.96,8.25,10.36,15.27,34.76,22.37,11.19,28.96,12.92,36.84,3.11,19.73,70.83,7.58,17.2,16.52,44.58
2010-01-15,68978,3.29,5.7,22.43,20.74,22.53,9.45,6.37,12.26,6.93,18.67,21.49,20.71,12.35,27.6,20.77,9.18,7.03,6.61,11.48,29,8.05,9.9,14.96,33.53,22.76,10.99,28.68,12.95,37.07,3.07,19.57,70.63,7.58,16.9,16.24,44.01
2010-01-18,69401,3.29,5.7,22.43,20.94,22.6,9.44,6.4,12.08,6.82,18.58,21.57,20.48,12.09,27.6,20.61,9.03,7.02,6.5,11.37,30,8.13,10.09,15.03,33.86,22.89,11.08,28.63,12.84,37.91,3.12,20.17,70.92,7.39,17.45,16.28,44.62
2010-01-19,69909,3.29,5.7,22.81,21.28,22.82,9.49,6.79,12.17,6.87,18.74,21.81,20.46,12.27,28.52,20.87,9.47,6.96,6.65,11.45,29.93,8.2,10.21,15.08,34.26,23.77,11.29,29.41,12.53,37.7,3.19,20.22,69.95,7.38,18.01,16.39,45.24
2010-01-20,68200,3.22,5.7,22.13,20.62,23.4,9.93,6.82,12.18,6.9,18.07,21.28,19.51,11.91,28.14,20.2,9.36,6.9,6.58,11.01,29.95,7.93,9.78,14.96,32.94,22.92,11.16,28.88,12.29,36.66,3.09,19.44,66.94,7.17,17.55,16.38,44.01
2010-01-21,66270,3.24,6.43,21.77,20.17,22.96,9.62,6.66,11.98,6.73,17.41,20.34,18.84,11.95,29.29,20.02,9.34,6.86,6.28,10.54,29.34,7.83,9.16,14.96,32.22,22.33,10.6,28.55,12.06,35.63,2.96,18.7,63.59,7.02,17.44,16.38,42.48
2010-01-22,66220,3.29,5.33,21.88,20.4,22.72,9.8,6.33,12.18,6.88,18.25,19.94,19.03,12.24,32.2,20.31,9.31,6.87,6.34,10.76,29.16,7.93,9.36,15.21,31.77,22.17,10.66,28.8,12.21,35.71,3.02,18.66,64.95,6.88,17.07,16.5,41.59
2010-01-26,65524,3.23,5.18,21.29,20.4,21.94,9.64,6.17,12.12,6.78,18.03,20.03,19.34,12.06,30.99,21.28,9.26,6.91,6.23,10.76,28.09,7.93,9.07,15.34,31.51,21.73,10.55,27.25,12.28,35.07,2.93,18.84,64.76,6.91,16.3,16.36,40.75
2010-01-27,65070,3.19,5.18,21.12,20.02,22.53,9.41,6.28,12.19,6.81,17.84,19.63,19.61,11.8,30.13,21.14,9.13,6.81,6.16,10.54,27.17,7.76,8.94,15.59,31.46,22.01,10.49,28.49,12.01,35.22,2.85,18.18,65.58,6.85,16.22,16.24,40.19
2010-01-28,65588,3.2,5.17,21.16,20.16,22.14,9.26,6.29,12.14,6.55,17.37,20.19,19.74,11.7,29.6,20.99,9.16,6.79,6.15,10.69,26.39,7.94,9.08,15.67,31.51,22.03,10.14,28.14,11.58,35.96,2.96,17.74,63.4,7,16.22,16.2,40.16
2010-01-29,65402,3.1,5.17,21.55,19.86,21.92,9.21,6.2,12.18,6.61,16.97,20.46,19.28,11.69,30.7,21.08,9.4,6.74,6.19,10.57,26.74,7.88,9.13,15.54,32.02,22.42,10.27,27.69,11.9,35.43,3.03,18.14,63.64,7.1,16.55,16.07,40.27
2010-02-01,66572,3.13,5.75,23,20.09,21.8,9.16,6.31,12.35,6.7,18.79,20.92,20.23,11.91,22,21.49,9.11,6.79,6.15,10.95,27.56,7.99,9.25,15.73,32.4,22.82,10.48,27.84,12.29,35.52,3.13,18.83,65.58,7.29,16.93,16.08,41.49
2010-02-02,67163,3.21,5.75,23.46,20.33,21.8,9.4,6.25,12.22,6.91,18.65,21.25,20.58,12.42,21.85,21.59,9.08,6.64,6.07,11.28,28.74,8.11,9.2,15.67,32.66,23.22,10.91,28.35,12.3,35.5,3.26,18.69,70.68,7.23,16.37,15.81,41.49
2010-02-03,67109,3.26,5.75,22.89,20.4,22.46,9.75,6.23,12.34,6.93,19,21.2,20.5,12.37,20.86,21.85,9.31,6.67,5.99,11.27,29.52,8.1,9.38,15.86,34.51,23.17,10.78,28.76,12.01,35.49,3.22,18.4,70.44,7.24,16.59,15.84,41.4
2010-02-04,63934,3.12,5.75,22.47,19.79,21.85,9.42,5.97,12.15,6.72,18.54,20.31,19.28,11.61,19.29,21.41,9.03,6.62,5.66,10.51,28.14,7.75,8.96,15.6,32.97,22.34,10.14,27.74,11.58,33.79,3.06,17.37,65.05,6.95,16.14,15.53,39.16
2010-02-05,62763,3.01,5.75,21.39,19.25,21.36,9.32,5.86,12,6.6,18.65,20.2,18.8,11.37,18.48,21.22,8.89,6.44,5.29,10.07,28.4,7.57,8.8,15.58,32.96,21.23,10.12,27,11.61,33.18,2.96,17.25,65.1,6.88,15.53,15.69,38.83
2010-02-08,63153,2.98,5.75,21.66,19.06,21.41,9.57,5.82,12.25,6.93,19.52,20.23,18.82,11.68,18.41,21.55,9.06,6.62,5.5,10.49,28.04,7.54,8.6,15.96,32.7,21.23,10.48,27.33,11.69,33.5,3.06,17,65.58,6.91,15.85,15.73,39.11
2010-02-09,64718,2.97,5.75,22.74,19.57,21.94,9.89,5.91,12.28,6.75,20,20.76,19.79,11.96,18.71,22.19,9.17,6.56,5.82,10.94,29.43,7.93,8.84,16.26,32.66,21.87,10.85,27.21,12.49,34.07,3.11,17.6,68.69,7.1,16.18,15.64,39.93
2010-02-10,65051,2.99,5.75,23.31,19.87,21.85,9.99,5.83,12.59,6.68,19.76,20.98,20.24,11.91,18.86,22.44,9.28,6.74,5.91,11.45,28.97,7.91,9.07,16.48,33.33,22.11,10.87,27.07,12.65,34.55,3.15,18.2,67.77,7.05,15.74,15.57,39.97
2010-02-11,66129,3.06,5.64,23.78,20.16,21.8,10.17,5.92,12.52,6.75,19.31,21.57,20.61,12.2,18.98,22.36,9.43,6.9,5.86,11.73,29.34,8,9.04,16.43,33.51,22.46,11.3,27.65,13.08,35.05,3.2,18.84,68.4,7.17,16.24,16.11,40.91
2010-02-12,65855,3.04,5.64,23.39,20.01,21.36,10.02,5.82,12.72,6.74,19.41,21.5,20.41,11.99,18.66,22.43,9.44,6.87,5.78,11.54,29.08,8.04,8.87,16.42,32.4,22.42,11.25,26.92,12.84,35.45,3.24,18.7,66.21,7.01,16.34,16.2,40.63
2010-02-17,67285,3.19,5.41,23.29,20.4,22.38,10.23,5.86,12.81,6.94,19.48,21.96,21.06,12.58,18.95,22.9,9.43,6.88,5.88,11.89,28.39,8.18,9.07,16.74,32.94,22.62,11.33,28.27,13.4,35.58,3.37,18.62,69.22,7.25,16.95,16.46,42.24
2010-02-18,67836,3.17,5.41,23.5,20.32,22.67,10.21,5.88,12.89,6.98,19.6,22.17,21.39,12.56,19.17,22.9,9.43,6.89,5.91,11.88,27.96,8.24,9.3,16.61,32.94,21.88,11.34,28,13.6,35.87,3.35,19.07,70.73,7.23,16.95,16.67,42.95
2010-02-19,67597,3.18,5.53,23.55,20.19,22.45,10.22,6.05,12.64,6.97,19.44,22.01,21.42,12.83,18.76,22.81,9.38,6.72,5.94,11.96,28.62,8.15,9.35,16.5,32.81,21.63,11.37,28.08,13.47,35.78,3.38,18.71,70.1,7.29,16.98,16.58,42.81
2010-02-22,67184,3.17,5.53,23.46,19.83,21.92,10.18,6.02,12.62,7.03,19.37,21.63,21.18,12.39,18.33,22.22,9.46,6.78,5.91,11.93,28.56,8,9.23,16.45,33.38,21.63,11.16,28.35,13,36.04,3.27,18.38,70.68,7.19,16.87,16.48,41.99
2010-02-23,66108,3.08,5.65,23.14,19.44,21.75,10.09,5.89,12.54,6.96,18.93,21.37,20.71,12.53,17.95,22.02,9.34,6.67,5.95,11.75,28.48,7.9,9.13,16.32,34.98,21.03,10.77,28.03,12.69,35.36,3.2,17.74,68.06,7.08,16.3,16.43,41.35
2010-02-24,65795,3.08,5.63,23.35,19.32,21.88,9.98,5.88,12.45,7.02,18.53,21.15,20.66,12.56,17.83,21.73,9.32,6.65,5.91,11.62,28.4,7.85,9.27,16.48,34.83,21.18,10.77,28.06,12.66,35.35,3.16,17.93,68.01,6.97,15.97,16.4,41.49
2010-02-25,66121,3.11,5.36,23,19.32,21.75,10.2,5.79,12.37,7.04,18.72,21.57,20.25,12.51,18.25,22.1,9.19,6.72,5.94,11.77,28,7.85,9.19,16.63,34.5,20.77,10.99,27.57,12.58,35.52,3.23,17.78,66.8,6.99,15.49,16.48,41.74
2010-02-26,66503,3.08,5.93,23.19,19.76,21.41,10.56,5.89,12.47,6.75,18.76,22,20.09,12.42,17.94,22.03,9.23,6.72,6.15,11.88,28.22,8.11,8.87,16.61,34.73,20.99,11.08,27.16,12.82,35.87,3.25,18.11,68.59,6.87,15.16,16.45,41.54
2010-03-01,67228,3.12,5.86,23.37,19.79,21.65,10.43,5.92,12.79,6.83,18.73,22.36,20.25,12.69,18.63,22.19,9.26,6.73,6.26,12.07,28.16,8.07,8.99,16.63,36,21.78,11.19,28.07,13.32,36.19,3.21,18.69,69.47,6.96,15.8,16.24,41.96
2010-03-02,67779,3.1,5.85,23.08,19.96,21.55,10.43,5.91,12.92,6.87,18.84,22.43,20.19,12.45,18.87,22.6,9.4,6.77,6.07,12.25,27.67,8.15,8.98,16.36,37.38,21.96,11.18,28.42,13.44,36.41,3.27,18.89,69.95,7.02,16.59,16.12,42.8
2010-03-03,67641,3.11,5.36,22.92,19.95,21.75,10.27,5.75,12.69,6.76,18.62,22.52,20.45,12.53,18.36,22.71,9.43,6.72,6.02,12.12,28.91,8.2,9.18,16.2,36.04,22.22,11.14,28.96,13.08,36.53,3.24,18.47,68.69,6.98,17.43,16.28,42.71
2010-03-04,67815,3.08,5.6,22.9,20,21.74,10.02,5.96,12.57,6.77,18.09,22.54,20.14,12.6,18.56,22.6,9.41,6.67,5.98,11.88,29.21,8.08,9.37,16.3,36.4,22.23,11.08,29.14,12.72,36.32,3.19,18.22,68.01,6.93,17.52,16.35,43.31
2010-03-05,68847,3.04,5.9,23.21,20.08,21.74,9.82,6.01,12.77,6.73,17.83,23.17,20.09,12.38,18.86,22.75,9.4,6.65,6.01,12.03,28.91,8.2,9.27,16.3,36.67,21.32,10.96,29.12,12.72,37.07,3.19,17.97,68.01,7.12,18.01,16.31,44.71
2010-03-08,68575,3.05,5.9,22.88,19.92,21.46,9.93,5.79,12.62,6.73,17.91,23.77,19.57,12.2,18.86,22.6,9.4,6.65,5.97,12.01,29.26,8.18,9.45,16.33,37.56,21.14,10.65,28.55,12.61,37.05,3.14,18.1,66.7,7.05,17.69,16.06,44.38
2010-03-09,69576,3.02,6.34,23.29,20.07,21.64,10.22,5.98,13.23,6.77,17.92,24.7,19.52,12.31,19.51,22.84,9.58,6.67,5.98,12.1,29.61,8.39,9.39,16.61,37.51,20.68,10.91,28.39,12.92,37.73,3.14,18.55,68.25,7.1,18.34,16.26,44.71
2010-03-10,69979,3.05,6.73,23.52,20.12,21.55,10.28,6.14,13.05,6.94,18.17,25.13,20.03,12.53,19.71,22.9,9.69,6.72,5.74,12.36,30.17,8.39,9.08,16.82,37.38,21.07,11.54,28.6,13.4,38.28,3.14,18.52,70.1,7.15,18.07,16.4,44.13
2010-03-11,69885,3.06,6.8,23.49,20.06,21.44,10.41,6.14,13.03,7.12,17.97,25.36,20.24,12.31,19.59,23.09,9.76,6.6,5.73,12.1,30.11,8.38,8.92,16.84,37.47,21.23,11.58,28.72,13.32,38.28,3.06,18.22,70.44,7.08,17.89,16.47,43.55
2010-03-12,69341,3.04,5.95,23.29,20.03,21.36,10.45,6.21,12.97,6.99,18.2,25.35,20.16,12.2,19.28,22.66,9.57,6.6,5.7,11.67,30.08,8.2,8.57,16.64,36.22,20.63,11.33,28.39,13.16,38.46,3.1,18.06,69.13,6.98,17.73,16.3,43.31
2010-03-15,69024,3.03,5.81,23.37,19.96,21.2,10.41,6.23,13.03,6.92,18.05,25.22,19.74,12.13,19.78,23,9.55,6.58,5.58,11.28,29.94,8.3,8.42,16.83,35.46,20.87,10.91,28.75,12.79,38.08,3.02,17.9,66.8,7.03,17.48,16.26,43.55
2010-03-16,69942,3.04,5.85,23.56,20.12,21.29,10.02,6.18,13.12,6.82,18.05,25.5,19.96,12.1,20.2,23.22,9.72,6.62,5.49,11.62,30,8.37,8.4,17.02,36.58,21.19,11.24,28.97,13.08,38.5,3.12,17.92,68.01,7.07,17.6,16.25,44.64
2010-03-17,69723,3.05,5.65,23.44,19.99,21.55,9.81,6.09,13.39,6.91,18.48,25.07,19.53,12.06,20.59,23.25,9.69,6.63,5.53,11.28,30.11,8.28,8.04,17.06,35.94,21.25,11.25,29.44,13.08,38.51,3.12,18.02,67.77,7.05,18.66,16.33,44.69
2010-03-18,69697,3.06,5.65,23.24,20.04,21.53,9.91,6.17,13.12,7.05,18.65,24.85,19.81,12.06,20.7,23.31,9.73,6.63,5.57,11.34,30.12,8.24,8.04,17.02,36.09,21.68,11.3,29.22,12.99,38.37,3.13,17.97,69.22,7.14,19.56,16.31,44.25
2010-03-19,68829,3.14,5.36,22.98,19.75,21.48,9.83,6.12,13.06,6.98,18.7,24.59,19.52,12.01,20.63,23.47,10.16,6.63,5.57,11.1,30.03,8.16,7.62,17.17,36.04,21.08,11.18,29.36,12.96,37.59,3.07,17.91,68.84,7.15,19.56,16.2,43.78
2010-03-22,69042,3.15,5.65,23.08,19.77,21.59,9.94,6.16,13.35,7.84,18.73,24.59,19.52,11.84,20.2,23.21,10.1,6.65,5.84,11.01,29.69,8.28,7.96,17.17,36.04,20.65,11.49,29.51,13.07,37.59,3.02,17.74,68.98,7.08,18.98,16.16,44.37
2010-03-23,69387,3.13,5.56,22.98,19.48,21.7,10,6.23,13.25,7.94,18.33,25.65,19.2,11.59,20.13,23.28,10.21,6.58,5.74,10.89,30,8.22,7.84,16.98,36.67,19.74,11.41,29.52,13.06,36.98,3.05,17.73,66.7,7.03,19.44,16.04,45.94
2010-03-24,68913,3.11,5.56,22.98,19.3,21.51,9.74,6.25,12.99,7.87,17.8,25.89,19.11,11.36,19.76,22.37,10.05,6.59,5.69,11.06,30.21,8.04,7.87,16.83,36.09,19.42,11.13,29.35,12.69,37.35,3.06,17.54,64.71,6.97,19.28,15.89,45.86
