"datas","X.BVSP","ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRFS3.SA","BRML3.SA","CCRO3.SA","CPFE3.SA","CRUZ3.SA","CSAN3.SA","CSNA3.SA","CYRE3.SA","DTEX3.SA","ELET3.SA","ELPL4.SA","EMBR3.SA","ENBR3.SA","EVEN3.SA","GFSA3.SA","HGTX3.SA","ITSA4.SA","JBSS3.SA","LIGT3.SA","LREN3.SA","MRFG3.SA","MRVE3.SA","NATU3.SA","PDGR3.SA","PETR3.SA","POMO4.SA","RENT3.SA","RSID3.SA","SBSP3.SA","SUZB5.SA","TBLE3.SA","VALE3.SA"
2009-06-29,52138,1.42,4.03,16.16,16.96,18.04,6.94,4.14,10.03,4.89,11.79,16.29,13.23,5.85,22.04,18.62,7.84,5.09,2.76,7.05,10.38,6.11,7.06,16.97,19.76,15.1,7.68,21.4,8.56,37.77,1.77,10.74,40.56,6.18,12.43,14.46,28.74
2009-06-30,51465,1.44,4.03,16.05,16.78,18.2,6.7,4.13,9.93,4.86,11.48,15.82,13.23,5.89,21.97,19.02,7.67,5.16,2.76,7.11,10.59,6.09,6.87,16.48,19.24,14.45,7.65,21.06,8.44,37.16,1.78,11.12,39.83,5.99,12.36,14.65,28.4
2009-07-01,51544,1.43,4.03,16.18,16.71,18.39,6.85,4.14,9.88,4.96,11.99,15.79,13.3,6.02,21.89,19.22,7.63,5.27,2.82,7.07,10.37,6.17,6.79,16.91,19.58,15.12,7.75,21.01,8.41,36.2,1.73,11.35,41.05,6.17,12.28,14.73,28.51
2009-07-02,51025,1.43,4.03,16.52,16.36,18.61,7.19,4.07,9.92,4.96,12.25,15.54,13.17,5.92,21.74,19.1,7.53,5.29,3.04,7.19,10.57,6.11,6.69,17.42,19.58,15.95,7.83,20.94,8.27,35.43,1.74,11.31,41.29,6.05,12.11,14.84,28.28
2009-07-03,50935,1.44,4.03,16.52,16.17,19.3,6.9,4.16,9.88,4.91,12.43,15.42,13.34,6.21,21.72,19,7.53,5.23,3.33,7.29,10.62,6.06,6.71,17.37,19.54,15.95,7.79,20.68,8.32,35.13,1.76,11.35,41.97,5.93,12.31,14.84,28.14
2009-07-06,50622,1.58,4.03,16.6,16.17,19.83,6.89,4.2,9.96,4.96,12.93,15.23,13.5,6.49,22.31,18.59,7.37,5.23,3.61,7.42,10.68,6.13,7.02,17.29,20.04,16.06,7.91,20.9,8.13,33.84,1.74,10.94,42.02,6.01,12.16,14.88,27.64
2009-07-07,49457,1.57,3.9,16.43,15.89,19.42,6.81,4.15,9.89,5.01,12.35,14.88,13.19,6.42,22.31,18.45,7.42,5.21,3.39,7.37,10.85,6.06,6.75,17.12,19.9,15.3,7.54,21.09,7.93,33.51,1.74,10.62,42.75,5.72,11.94,14.96,26.26
2009-07-08,49178,1.57,3.87,15.92,15.66,18.84,6.76,4.14,9.83,5.23,11.8,14.71,12.65,6.46,22.04,18.89,7.38,5.25,3.67,7.19,10.93,5.97,6.62,16.91,19.76,14.87,7.68,21.01,7.83,33.03,1.69,10.8,41.58,5.73,12.14,14.97,26.81
2009-07-10,49221,1.57,3.87,15.61,15.52,18.88,7.1,4.3,9.92,5.44,11.47,14.68,12.94,6.42,22.13,18.72,7.13,5.3,3.65,7.35,10.72,5.87,6.52,16.28,19.66,14.34,8.1,20.76,8.42,33.8,1.7,10.85,45.03,5.72,11.94,14.84,26.76
2009-07-13,49187,1.58,3.87,15.61,15.84,19.9,7.15,4.32,9.72,5.32,11.16,14.57,12.54,6.4,22.14,18.63,7.24,5.15,3.68,7.29,10.68,5.88,6.52,15.32,19.58,14.24,8.29,21.09,8.28,33.74,1.72,10.92,45.76,5.78,11.65,14.84,26.76
2009-07-14,48873,1.56,3.8,15.61,15.68,19.83,7.24,4.19,9.43,5.25,11.16,14.36,13.05,6.28,21.58,18.02,7.29,5.04,3.71,7.29,10.94,5.84,6.3,14.76,19.54,14.15,8.17,21.42,8.48,33.6,1.72,10.79,47.61,5.75,12.03,14.69,26.53
2009-07-15,51297,1.61,3.8,16.33,16.43,20.1,7.39,4.2,9.82,5.3,11.52,15.3,14.07,6.35,21.93,18.49,7.62,5.06,3.68,7.79,10.9,6.07,6.63,14.71,20.38,14.8,8.4,22.47,9.06,34.85,1.76,11.1,50.04,5.9,12.41,14.77,28.59
2009-07-16,51918,1.61,3.8,16.33,16.45,21.07,7.51,4.07,10.04,5.35,11.64,15.68,14.35,6.43,22.01,19.19,7.81,5.17,3.61,8.19,11.07,6.12,6.88,15.04,20.67,15.55,8.11,22.7,9.43,35.22,1.77,11.24,49.11,5.91,12.55,14.76,28.63
2009-07-17,52072,1.62,3.56,16.37,16.47,20.63,7.42,3.95,9.96,5.38,11.32,15.84,14.75,6.33,22.3,19.06,7.67,5.19,3.61,8.44,11.72,6.13,6.99,15.2,20.65,15.44,7.89,22.96,9.22,35.96,1.76,11.33,49.02,5.92,13.04,14.76,28.61
2009-07-20,53155,1.64,3.8,16.64,16.87,20.19,7.57,3.96,10.14,5.46,12.03,16.5,15,6.43,22.37,19.27,7.84,5.18,3.62,9.02,13.34,6.33,7.04,15.21,21.83,15.82,8.23,22.88,9.63,36.7,1.8,11.67,49.99,5.92,13.45,14.92,29.71
2009-07-21,53234,1.62,3.8,16.84,16.8,19.7,7.62,4.07,9.97,5.51,12.26,16.68,15.02,6.59,22.34,19.04,7.95,5.1,3.6,9.22,13.02,6.32,7.11,15.13,21.81,15.84,8.58,22.87,9.99,36.65,1.81,12.03,49.99,5.73,13.57,14.99,30.04
2009-07-22,53073,1.58,3.63,16.78,16.59,19.41,7.48,4.04,9.96,5.4,12.35,16.71,15.42,6.49,21.93,18.87,7.91,5.09,3.71,9.17,13.33,6.36,6.94,14.95,21.9,15.65,8.8,22.19,9.87,36.32,1.79,11.99,49.94,5.73,13.65,14.96,29.43
2009-07-23,54249,1.63,3.63,17.21,16.9,19.42,7.42,4.08,10.11,5.35,12.91,17.09,16.03,6.75,21.89,18.89,7.82,5.07,3.76,9.89,13.1,6.62,7.18,15.16,22.94,15.16,8.97,22.47,10.15,37.26,1.96,12.22,51.93,5.68,13.85,15.23,30.05
2009-07-24,54457,1.6,3.63,17.59,17.04,19.54,7.6,4.08,10.07,5.25,13.2,16.99,16.04,7.04,21.78,19.05,7.91,5.08,4.02,10.18,13.02,6.74,7.18,14.94,23.39,15.4,9.32,22.31,10.44,37.21,2.08,12.09,52.22,5.99,13.74,15.17,30.3
2009-07-27,54549,1.59,3.64,17.66,17.01,19.75,7.84,4.02,9.94,5.56,13.79,17.04,16.61,6.88,21.7,18.78,7.83,5.04,4.35,10.63,12.5,6.69,7.04,14.91,23.42,15.85,9.55,21.89,10.49,37.17,2.15,12.96,51.98,6.43,13.98,14.95,30.5
2009-07-28,54472,1.57,3.64,17.85,16.94,20,8.09,3.98,10.2,5.46,13.91,17.22,16.93,7.21,21.43,18.84,7.94,5.1,4.64,10.19,12.26,6.72,6.95,14.94,24.07,16.25,9.13,21.37,10.84,36.42,2.07,13.08,52.42,6.55,13.73,14.73,30.41
2009-07-29,53735,1.57,3.64,17.55,16.6,20.18,8.08,3.94,10.22,5.37,14.03,16.84,16.53,7.08,21.62,18.83,7.89,5.1,4.55,9.91,12.28,6.65,7.02,14.85,24.38,16.13,8.85,21.6,10.35,35.08,2.08,12.96,51.98,6.43,13.42,14.83,29.76
2009-07-30,54478,1.59,3.85,18.02,17.22,20.1,8.37,3.95,10.22,5.45,13.95,17.3,16.78,7.15,21.85,19.22,8.09,5.24,4.61,10.21,12.89,6.69,7.32,14.98,24.08,15.9,8.95,21.9,10.5,35.43,2.14,13.33,52.17,6.36,13.68,14.99,30.13
2009-07-31,54766,1.58,3.85,17.92,17.25,20.1,8.72,4,10.3,5.53,13.56,17.43,17.15,7.25,22.01,19.05,8.58,5.23,4.73,10.32,13.33,6.69,7.24,14.86,24.39,15.76,8.95,21.74,10.5,35.73,2.16,13.95,52.46,6.48,14.47,14.88,30.5
2009-08-03,55998,1.62,4.01,18.26,17.57,20.12,8.65,4.07,10.45,5.57,14.05,17.88,17.56,7.73,21.85,19.38,9.37,5.34,4.84,10.13,13.89,6.72,7.24,14.98,25.33,16.62,9.3,22.2,10.82,36.84,2.19,13.79,55.82,6.55,14.66,14.97,31.35
2009-08-04,56038,1.63,4.39,18.62,17.19,19.9,8.63,4.05,10.74,5.66,13.72,17.62,18.4,7.65,22.04,19.32,9.26,5.39,4.71,10.34,14.76,6.79,7.29,15.59,26.43,16.08,9.05,22.83,10.79,36.23,2.3,13.51,54.36,6.42,14.26,14.79,31.3
2009-08-05,56384,1.62,4.39,19.25,17.33,19.73,8.67,4.14,10.58,6.71,13.75,17.93,18.48,7.64,22.54,19.78,9.21,5.4,4.67,10.32,15.63,6.92,7.54,15.72,26.43,15.95,9.23,22.84,10.93,36.47,2.3,13.69,54.36,6.56,14.58,14.76,31.35
2009-08-06,55755,1.62,4.48,18.49,17.26,19.83,8.54,4.07,10.64,6.71,13.73,18.07,17.64,7.51,23.62,19.65,9.33,5.36,4.66,9.9,15.54,6.89,7.23,15.65,25.12,15.55,9.05,22.56,10.76,35.96,2.28,14.02,53.19,6.66,14.26,14.98,30.92
2009-08-07,56330,1.63,4.39,18.57,17.43,19.68,8.77,4.09,10.78,6.7,14.26,18.16,17.2,7.58,22.93,19.76,9.41,5.39,4.64,9.93,15.54,7.06,7.2,15.71,25.41,15.94,8.91,22.76,10.58,36.19,2.22,14.57,52.46,6.61,14.51,14.84,31.24
2009-08-10,56830,1.64,4.39,18.65,17.89,20.66,8.9,4.16,10.97,6.64,15.25,18.21,17.11,7.58,22.56,19.75,10.15,5.34,4.71,9.93,15.76,7.1,7.25,15.01,26.37,15.96,8.92,23.24,10.79,36.24,2.18,15.03,53.44,6.68,14.43,15.08,31.16
2009-08-11,55761,1.64,4.58,18.72,17.26,20.71,9.03,4.07,10.66,6.56,15.56,17.89,17.29,7.26,21.76,19.88,10.06,5.38,4.56,9.87,15.76,6.85,7.04,14.82,26.08,15.99,8.95,23.41,10.68,35.09,2.08,14.52,51.98,6.61,14.67,15.04,30.37
2009-08-12,56588,1.67,4.58,18.83,17.54,20.68,8.65,4.09,10.83,6.52,15.37,18.41,18.22,7.29,21.24,19.82,10.07,5.32,4.64,10,16.14,6.85,7.12,15.32,25.47,15.82,9.14,23.65,10.8,35.87,2.2,14.94,54.89,6.36,14.51,15.21,30.65
2009-08-13,57048,1.69,4.48,19.28,17.26,20.51,8.9,4.58,10.72,6.31,15.38,18.56,18.52,7.33,21.38,19.74,9.92,5.31,4.45,10.54,16.24,6.7,7.43,14.86,24.81,15.95,9.19,23.9,10.82,36.43,2.14,14.51,56.4,6.38,14.18,15.46,31.44
2009-08-14,56638,1.72,4.39,19.18,17.04,20.56,8.83,4.52,10.83,6.31,14.86,18.2,18.54,7.16,21.22,19.76,9.57,5.28,4.41,10.47,15.97,6.57,7.1,14.91,24.28,15.87,9.19,23.94,10.66,36.24,2.13,14.61,57.81,6.39,14.02,15.25,31.7
2009-08-17,55218,1.72,4.39,18.62,16.63,19.95,8.79,4.38,10.61,6.28,14.29,17.47,18.18,7.31,20.49,19.44,9.55,5.16,4.23,10.15,15.55,6.39,7.2,14.38,24.34,15.58,9.34,24.27,10.74,35.87,2.14,14.61,54.31,6.26,13.69,14.84,30.38
2009-08-18,55749,1.7,4.39,19.05,16.72,19.95,8.99,4.48,10.96,6.26,15.31,17.84,18.72,7.51,21.12,19.53,9.36,5.23,4.4,10.67,16.06,6.58,7.18,14.67,25.77,15.73,9.36,23.82,10.92,36.06,2.2,15.51,55.72,6.26,14.1,14.92,30.22
2009-08-19,56156,1.71,4.39,19.32,16.85,20.15,8.9,4.6,10.89,6.31,15.32,17.69,18.8,7.51,20.43,19.57,9.36,5.17,4.43,10.84,15.47,6.71,7.26,14.61,26.15,15.8,9.34,23.95,10.71,36.52,2.2,15.28,56.25,6.46,14.25,14.81,30.2
2009-08-20,56831,1.72,4.34,19.58,17.16,20.49,9.01,4.67,11,6.28,15.12,18.13,19.88,7.37,20.93,19.59,9.56,5.2,4.75,11.21,15.41,6.75,7.28,14.57,26.28,16,9.63,24.01,10.75,36.89,2.19,15.66,57.08,6.47,15.32,14.97,30.44
2009-08-21,57729,1.76,4.34,19.58,17.23,20.8,9.35,4.92,11.21,6.56,14.97,18.24,20.99,7.52,20.68,19.71,9.59,5.2,4.95,12.32,15.6,6.73,7.25,14.73,27.23,15.9,9.81,24.15,11.39,37.64,2.2,16.54,63.44,6.5,15.22,15.19,30.87
2009-08-24,57775,1.75,4.58,19.59,17.24,20.43,9.3,4.85,10.96,6.36,15.48,18.78,21.39,7.53,20.92,19.97,9.45,5.22,5.13,12.31,15.19,6.74,7.47,14.79,26.58,15.78,9.86,24.64,11.67,37.39,2.21,16.12,63.4,6.61,15.2,15.23,31.24
2009-08-25,57421,1.76,4.58,19.8,17.37,20.29,9.35,4.79,10.79,6.29,15.62,18.46,21.47,7.51,20.65,19.88,9.43,5.3,5.23,12.12,14.93,6.81,7.33,14.8,26.43,16.09,9.61,24.39,11.37,37.18,2.22,15.44,59.75,6.63,15.16,15.21,31.02
2009-08-26,57766,1.76,4.52,20.09,17.5,20.68,9.05,4.85,10.98,6.36,16.1,18.38,22.46,7.55,20.89,20.52,9.62,5.31,5.46,12.87,15.37,6.95,7.41,14.72,27.23,16,10.01,24.23,11.47,36.96,2.21,15.07,62.62,6.77,14.86,15.39,30.94
2009-08-27,57704,1.76,4.52,20.24,17.65,20.63,8.65,4.82,11.04,6.34,16.34,18.36,22.11,7.73,22.04,20.97,9.79,5.29,5.74,12.36,15.19,6.9,7.63,14.61,26.66,15.85,10.23,24.15,11.14,36.43,2.2,14.63,61.94,6.8,14.79,15.36,30.75
2009-08-28,57701,1.79,4.52,20.33,17.75,20.75,8.64,4.8,10.94,6.41,17.05,18.28,21.85,7.8,21.62,20.78,9.61,5.3,5.87,12.38,16.05,6.88,7.77,14.43,26.55,15.9,9.86,24.72,11.19,36.42,2.28,15.07,60.09,6.94,14.89,15.43,31.2
2009-08-31,56489,1.77,4.47,19.98,17.58,20.39,8.63,4.79,11.16,6.43,16.82,17.77,21.11,7.99,21.12,20.27,9.52,5.4,5.59,11.84,15.9,6.76,7.64,14.6,26.61,15.75,9.62,24.87,10.98,34.79,2.26,15.44,58.1,7.17,14.51,15.85,30.2
2009-09-01,55815,1.76,4.39,19.67,17.24,20.02,8.7,4.74,11.07,6.37,16.58,17.62,19.69,7.81,20.88,20.55,9.41,5.24,5.34,11.43,15.57,6.68,7.43,14.91,26.11,15.95,8.93,24.8,10.1,34.6,2.3,15.53,55.77,6.88,14.18,15.66,30.1
2009-09-02,55386,1.73,3.81,19.48,17.3,20,8.58,4.62,10.92,6.37,16.46,17.55,18.72,7.8,20.71,20.68,9.31,5.15,5.27,10.82,15.64,6.6,7.55,14.74,25.77,16.2,8.57,24.68,9.67,35.09,2.34,14.84,52.76,6.8,14.08,15.28,29.65
2009-09-03,55707,1.75,3.95,19.69,17.31,20.29,8.74,4.63,10.77,6.43,16.39,17.73,18.58,7.92,21.07,20.29,9.46,5.18,5.41,10.95,15.63,6.53,7.69,14.8,25.68,16.35,8.81,24.68,9.87,35.01,2.3,14.94,53.92,6.75,14.21,15.56,30.03
2009-09-04,56652,1.73,3.95,20.28,17.85,20.48,8.85,4.58,10.81,6.46,15.95,18.15,20.14,7.94,21.35,20.29,9.5,5.17,5.31,11.51,15.94,6.65,7.75,14.79,26.52,16.44,9.44,24.68,10.5,35.64,2.32,15.44,58.15,6.81,14.31,15.54,30.54
2009-09-08,57855,1.75,3.95,20.61,18.06,20.92,8.81,4.68,10.85,6.63,15.7,18.51,20.74,8.02,21.7,20.81,9.78,5.21,5.48,12.1,16.97,6.71,7.86,14.91,26.95,17.49,9.69,25.25,10.76,36.41,2.36,15.81,60.38,6.96,14.59,15.77,31.53
2009-09-09,57910,1.76,3.95,20.96,18.15,21,8.72,4.63,10.74,6.51,15.79,18.24,21.12,8.12,21.55,20.61,9.86,5.27,5.47,11.98,16.63,6.8,7.77,15.1,26.61,18.44,9.27,25.21,10.78,36.89,2.32,15.9,58.88,7.07,14.82,16.09,31.41
2009-09-10,58536,1.76,3.95,21.15,18.38,21.85,8.9,4.66,10.74,6.53,15.93,18.29,20.83,8.09,21.93,21.11,10.12,5.28,5.46,11.75,16.71,6.82,7.69,15.72,26.79,17.89,9.12,25.59,10.53,37.23,2.32,15.72,59.75,7.05,14.73,16.2,31.99
2009-09-11,58366,1.75,3.95,21.06,18.63,21.94,8.9,4.61,10.79,6.47,15.98,18.38,21.07,7.94,21.84,20.63,10.11,5.29,5.34,11.82,16.92,6.89,7.62,15.59,27.06,17.11,9.08,25.08,10.43,36.84,2.3,15.56,59.51,6.98,14.66,16.08,31.62
2009-09-14,58868,1.77,3.95,21.54,18.71,22.33,9.43,4.76,10.79,6.45,15.7,18.6,21.39,7.94,22,20.99,10,5.28,5.46,12.27,17.02,6.95,7.79,15.56,27.41,17.34,9.39,25.45,10.94,36.95,2.3,15.71,60.38,7.11,14.51,16.23,32.03
2009-09-15,59264,1.79,3.95,22.03,18.94,22.71,9.53,4.71,10.83,6.49,15.83,19.03,21.89,7.94,21.78,20.99,9.98,5.24,5.54,12.47,17.15,7.04,7.77,15.53,27.55,17.69,9.36,25.47,10.9,37.34,2.28,16.36,62.76,7.06,14.45,16.22,32.5
2009-09-16,60411,1.89,3.95,22.34,19.59,22.65,9.71,4.81,10.85,6.53,16.06,19.67,22.14,7.94,22.01,21.04,9.97,5.29,5.7,12.81,17.53,7.11,8.45,15.32,28.11,18.39,9.39,25.29,10.78,38,2.27,16.65,66.07,7.3,14.54,16.74,33.14
2009-09-17,60236,1.89,3.95,22.61,19.73,22.09,9.91,4.86,10.9,6.66,15.92,19.58,21.39,8.02,22.05,21.64,9.94,5.39,5.61,12.58,17.3,7.09,8.52,15.47,27.99,17.76,9.13,25.37,10.86,38.05,2.28,16.66,64.61,7.27,14.49,16.69,32.73
2009-09-18,60703,1.89,3.95,22.77,20.11,22.74,9.78,4.77,10.81,6.71,15.89,19.93,20.95,8.05,22.01,21.73,9.86,5.32,5.64,12.38,17.67,7.11,8.65,15.13,28.12,17.34,9.16,25.52,10.94,38.09,2.25,16.87,66.31,7.27,14.62,16.87,32.92
2009-09-21,60928,1.89,3.95,22.53,20.13,23.67,9.64,4.69,10.89,6.82,15.94,19.89,21.24,8.02,21.35,22.03,9.75,5.26,5.54,12.3,17.54,7.11,8.5,15.16,27.72,17.51,9.1,25.45,11.06,38.14,2.29,16.99,68.06,7.3,15.05,17.22,33.49
2009-09-22,61493,1.9,3.95,22.83,20.25,23.65,9.5,4.64,10.82,6.86,16.5,19.85,21.9,7.89,21.4,22.38,10.25,5.28,5.59,12.31,17.58,7.14,8.79,15.35,27.32,17.88,9.09,25.49,11.26,38.31,2.34,16.87,73.69,7.31,15.16,17.08,34.39
2009-09-23,60496,1.9,3.95,22.35,19.83,23.19,9.49,4.6,10.65,6.77,15.86,19.45,21.03,7.81,21.29,21.81,10.41,5.28,5.37,11.75,17.45,7.04,8.81,15.2,26.33,17.34,8.91,25.33,11.06,37.5,2.39,16.54,70.24,7.06,15.14,16.52,34.05
2009-09-24,60046,1.9,3.95,22.22,19.48,22.67,9.26,4.58,10.65,6.72,15.63,19.18,20.5,7.69,21,21.88,10.16,5.34,5.29,11.56,17.59,6.97,8.93,15.07,26.57,17.58,9.36,25.45,11.14,36.75,2.48,16.57,68.11,7.15,14.66,16.39,33.46
2009-09-25,60356,1.88,4.37,22.54,19.31,22.77,9.35,4.53,10.87,6.71,15.54,19.11,21.16,7.69,20.9,21.39,9.9,5.51,5.32,11.65,17.46,7.01,8.97,14.97,27.1,17.47,9.37,25.57,11.26,36.84,2.46,16.45,70.88,7.02,14.76,16.43,33.5
2009-09-28,61317,1.91,4.37,22.91,19.45,23.1,9.39,4.5,10.78,6.83,15.64,19.65,21.2,7.8,20.86,21.51,10,5.58,5.29,12.04,17.67,7.18,8.99,14.95,27.06,17.53,9.33,25.69,11.81,37.82,2.43,16.27,71.85,7.23,15.08,16.44,34.06
2009-09-29,61235,1.92,4.43,23.35,19.77,22.88,9.37,4.61,10.8,6.77,15.56,19.4,20.58,7.83,20.76,21.1,9.75,5.45,5.31,11.75,17.71,7.35,8.99,14.95,27.45,17.35,9.58,25.63,11.65,37.85,2.41,16.25,70.92,7.12,15.08,16.69,33.76
2009-09-30,61518,1.94,4.42,23.85,20.43,22.91,9.39,4.68,10.72,6.74,15.59,19.72,20.54,7.97,21.16,21.01,9.64,5.57,5.58,11.57,17.75,7.51,9.01,15.1,27.64,16.79,9.58,26.06,11.65,37.86,2.44,16.28,69.22,7.04,15.24,16.58,33.91
2009-10-01,60459,1.99,4.42,23.41,20.05,22.45,9.33,4.72,10.66,6.75,15.36,19.19,19.83,8.04,20.65,21.18,9.4,5.59,5.51,11.06,17.64,7.48,8.95,15.15,26.79,16.22,9.41,26.1,11.34,37.07,2.44,16.08,64.61,7.04,14.87,16.77,32.97
2009-10-02,61172,1.98,4.42,23.16,20.2,22.14,9.32,4.91,10.82,6.82,15.45,19.42,20.76,7.94,21.01,21.22,9.55,5.72,5.43,11.58,17.58,7.5,9.22,15.72,27.32,16.74,9.59,26.37,11.21,36.91,2.44,17.05,63.64,7.2,14.76,16.88,33.72
2009-10-05,62369,2.02,4.42,23.56,20.97,22.28,9.33,5.08,11.04,7.1,16.26,19.94,20.94,8.16,21.47,21.4,9.57,5.78,5.64,11.65,17.93,7.65,9.57,16.27,29.15,17.55,9.73,26.72,11.42,37.05,2.48,17.88,64.85,7.17,15.24,16.62,34.17
2009-10-06,62671,2.08,4.39,23.25,20.44,22.96,9.41,5.12,10.98,7.14,16.66,20.18,21.57,8.8,21.39,21.45,9.65,5.84,5.69,11.81,18.1,7.59,9.38,16.27,30.17,17.82,9.86,26.84,11.77,37.37,2.54,17.74,64.27,7.18,15.16,17.04,34.48
2009-10-07,62638,2.06,4.38,22.68,19.76,22.82,9.51,5.14,11.01,7.11,16.14,20.21,21.83,8.92,21.61,21.8,9.39,5.72,5.57,11.82,18.15,7.4,9.37,16.17,30.04,17.96,9.81,26.72,11.84,37.54,2.56,17.23,64.95,7.23,15,16.96,35.31
2009-10-08,63760,2.07,4.39,23.1,20.13,23.2,9.66,5.17,11.03,7.24,16.27,20.63,22.28,8.76,21.58,21.84,9.46,5.79,5.69,12.1,18.08,7.44,9.57,16.33,30.46,17.79,10.02,26.76,12.19,38.51,2.52,17.27,66.07,7.23,14.87,17.04,35.81
2009-10-09,64071,2.1,4.39,23.58,20.34,23.06,9.44,5.19,11.11,7.37,16.31,20.59,22.14,8.7,21.55,22.09,9.43,5.83,5.86,11.92,18.32,7.51,9.76,16.2,30.17,18.84,10.24,26.72,12.65,38.56,2.51,17.33,64.61,7.24,14.41,17.1,36
2009-10-13,64646,2.11,4.39,23.98,20.53,23.35,9.57,5.12,11.26,7.37,16.62,20.92,23.61,8.7,21.65,22.37,9.49,5.86,5.93,12.98,18.49,7.55,9.75,16.19,30.47,18.69,10.84,26.97,13.24,38.77,2.5,17.74,68.01,7.42,14.74,17.01,35.65
2009-10-14,66201,2.13,4.39,24.74,21.25,23.52,10.31,5.08,11.36,7.5,16.14,21.97,24.86,9.13,21.87,22.12,9.66,5.92,5.87,13.45,18.67,7.78,9.73,16.03,30.46,19.04,10.99,27.57,13.72,39.35,2.5,18.05,68.5,7.52,14.66,17.34,37.3
2009-10-15,66703,2.13,4.39,24.48,21.32,23.3,10.16,5.34,11.41,7.36,16.23,22.41,24.33,9.44,22,21.8,9.48,5.99,5.78,13.29,18.75,7.74,9.76,15.92,30.26,20.43,10.99,27.75,13.44,39.9,2.45,18.2,69.08,7.68,14.74,17.32,37.7
2009-10-16,66200,2.14,4.39,23.86,20.83,22.69,9.9,5.46,11.47,7.5,16.5,22.03,24.59,9.21,21.55,22.16,9.45,5.97,5.82,13.32,18.75,7.72,9.96,15.87,29.5,21.43,10.71,27.65,13.03,39.67,2.46,18.15,68.01,7.56,15.04,17.7,37.25
2009-10-19,67239,2.18,4.1,23.97,21,22.6,10.25,5.49,11.47,7.34,16.38,22.82,24.06,9.39,21.57,22.15,9.55,5.91,5.85,13.56,19.53,7.76,9.83,16.14,29.43,22.42,10.68,27.43,12.88,40.76,2.5,18.09,67.48,7.56,15.16,18.24,38.37
2009-10-20,65303,2.16,4.1,23.24,20.41,22.33,9.62,5.18,11.05,7.03,15.89,22.23,22.56,8.93,21.16,21.47,9.43,5.78,5.78,13.01,20.07,7.56,9.67,15.53,28.48,21.13,10.03,27.12,12.37,40.04,2.44,17.2,64.22,7.38,14.75,17.24,37.68
2009-10-21,65486,2.13,4.1,23.25,20.34,22.57,9.84,5.13,11.05,7.08,15.68,23.02,22.11,9.28,20.7,21.33,9.37,5.6,5.7,13.21,19.72,7.51,9.69,15.42,28.83,22.03,9.79,27.24,12.53,39.86,2.44,17.92,63.88,7.33,14.47,17.63,37.96
2009-10-22,66135,2.15,3.98,23.71,20.83,22.19,9.54,5.11,10.93,7.15,15.71,23.15,22.46,9.32,20.83,21.45,9.63,5.62,5.49,13.01,19.46,7.67,9.85,15.24,28.44,21.15,9.86,26.51,12.61,40,2.45,17.69,62.91,7.37,14.58,17.2,38.63
2009-10-23,65059,2.14,4.01,23.22,20.58,21.7,9.28,5.11,10.91,7.03,15.3,22.83,21.65,9,20.41,20.96,9.46,5.62,5.34,12.85,20.14,7.56,9.92,14.92,27.28,20.93,9.95,25.94,12.45,39.31,2.43,17.92,63.83,7.12,14.22,17,37.96
2009-10-26,65086,2.13,4.01,22.96,20.38,21.92,9.19,5.24,10.69,6.83,15.07,22.33,21.45,9.09,20.05,20.96,9.51,5.56,5.13,12.94,19.36,7.63,9.86,15.09,27.27,20.28,9.75,26.11,12.4,39.49,2.39,18.05,63.1,7.16,13.69,17,38.2
2009-10-27,63161,2.09,4.01,22.22,19.78,21.5,8.9,5.29,10.74,6.84,14.34,21.68,19.96,8.88,19.67,20.23,9.41,5.51,4.84,12.02,18.41,7.37,9.68,14.92,27.28,20.46,9.27,25.82,11.69,38.49,2.32,17.63,58.54,7.19,12.9,17.01,36.76
2009-10-28,60162,2.03,4.01,20.7,19.18,20.88,8.48,5.21,10.62,6.63,14.74,20.59,18.98,8.52,18.98,20.01,9.34,5.44,4.51,11.09,17.8,6.92,8.9,14.68,26.21,20.04,8.71,25.52,11.1,37.31,2.32,17.05,54.89,6.9,12.22,16.72,35.16
2009-10-29,63721,2.14,3.9,22.26,20.2,21.29,9.01,5.35,10.58,6.88,15.38,21.72,20.58,9.09,19.62,20.32,9.41,5.62,4.92,11.72,18.45,7.34,9.77,15.2,29.11,20.39,9.39,25.83,11.89,38.74,2.46,17.69,59.85,7.15,12.87,17.35,38.28
2009-10-30,61546,2.06,3.9,21.54,19.62,20.73,8.76,5.37,10.2,6.74,14.78,21.14,20.05,8.74,19.1,19.1,8.41,5.43,5.05,11.34,18.45,7.01,9.55,15.02,27.59,20.16,9.24,25.74,11.81,37.54,2.5,17,57.27,6.92,12.47,16.6,36.88
2009-11-03,62643,2.07,4.68,22.21,19.99,20.91,8.45,5.41,10.27,6.63,15.09,21.25,19.71,8.67,19.28,19.42,8.32,5.4,5.23,11.22,18.15,7.39,9.57,15.16,28.02,21.23,9.41,25.71,11.69,38.05,2.54,16.45,59.02,7.11,12.14,17.12,38.28
2009-11-04,63913,2.1,4.68,22.87,19.84,20.87,8.49,5.46,10.47,6.92,15.14,21.9,20.99,9.07,20.32,19.3,8.35,5.56,5.5,11.49,20.06,7.67,10.55,15.07,28.15,21.53,10.08,26.43,12.09,38.19,2.57,16.65,61.21,7.04,12.67,17.47,38.65
