"Bens Indls / Mat Transporte" "Cons N Básico / Alimentos Processados" "Cons N Cíclico / Fumo" "Cons N Cíclico / Pr Pessoal Limp" "Const e Transp / Constr e Engenh" "Consumo Cíclico / Tecid Vest Calç" "Utilidade Públ / Água Saneamento"
7.49 15.5125 16.32 34.2 18.7983333333333 32.34 11.77
7.58 15.77 16.31 34.68 19.1633333333333 32.64 12.27
7.39 15.5225 15.99 34.46 19.38 32.59 12.19
7.305 15.8275 16.08 34.38 19.6933333333333 32.56 12.1
7.365 16.0475 16.38 34.78 20.175 32.39 12.27
7.205 16.19 16.47 35.11 19.7066666666667 32.1 12.22
7.315 16.54 16.38 35.55 19.5833333333333 32.05 12.51
7.38 16.5975 16.45 35.68 19.6816666666667 31.95 12.74
7.37 16.805 16.75 35.89 20.4716666666667 32.44 12.85
7.495 16.7975 16.94 36.15 20.1666666666667 31.72 12.69
7.495 16.58 16.5 35.85 19.5566666666667 32.1 12.41
7.575 17.005 17.08 36.67 20.0866666666667 31.99 12.63
7.475 16.7225 16.38 36.02 19.5566666666667 31.34 12.69
7.595 16.74 16.38 36.15 19.55 31.31 12.68
7.545 16.8325 15.91 36.24 19.3716666666667 31.5 12.79
7.53 16.775 15.66 37.28 19.63 31.23 12.95
7.51 16.4025 15.68 37.72 19.6083333333333 31.43 12.82
7.57 16.0825 15.54 36.46 19.1833333333333 30.21 12.67
7.67 16.345 15.69 36.59 18.9183333333333 30.79 12.56
7.725 16.21 15.69 36.41 18.4116666666667 30.7 12.69
7.67 16.3025 15.95 37.45 19.035 30.92 12.39
7.655 16.575 15.96 37.39 20.0283333333333 31.32 11.98
7.875 16.985 15.91 36.41 20.4383333333333 32.04 12.15
7.85 17.14 15.79 36.72 20.5766666666667 31.85 12.31
7.89 16.73 15.34 36.41 19.6883333333333 31.06 12.37
8.04 17.48 16.07 37.71 19.775 31.54 12.57
7.88 17.1375 15.83 37.46 19.295 30.97 12.31
7.78 16.75 15.34 37.54 18.6066666666667 30.52 12.37
7.65 16.7525 14.91 37.98 18.98 29.72 12.09
7.785 17.0475 15.34 38.48 19.665 30.61 12.08
7.455 17.33 15.65 38.45 19.9866666666667 30.61 12.04
7.42 17.9575 15.25 38.41 20.3533333333333 30.21 11.92
7.51 17.825 15.39 37.5 20.125 28.92 12
7.49 17.8125 15.09 38.8 20.76 28.92 12.07
7.615 18.09 15.26 40.2 20.8633333333333 29.12 12.2
7.56 17.9925 14.99 40.32 20.51 29.45 12.18
7.545 17.89 15 39.43 20.7916666666667 28.93 12.14
7.405 17.7425 14.91 38.59 20.2116666666667 28.64 12.19
7.44 17.9 14.61 38.76 19.775 28.68 12.09
7.41 17.9525 14.51 39.03 19.5616666666667 28.7 12.03
7.515 17.6975 14.53 39.45 19.7733333333333 28.17 12
7.645 17.5 14.4 38.92 19.5583333333333 27.46 11.78
7.71 17.6225 14.42 38.93 20.3366666666667 27.86 12.02
7.66 17.44 14.4 39.37 20.6833333333333 26.83 12.05
7.815 17.62 14.53 39.34 20.6833333333333 27.1 12.17
7.85 18.015 14.61 39.71 20.4066666666667 26.5 12.25
7.985 18.1525 14.61 41.1 20.3333333333333 26.58 12.35
7.92 17.7525 14.66 39.88 19.2233333333333 26.49 12.3
7.845 17.4975 14.47 40.06 19.1833333333333 26.55 11.92
7.88 17.375 14.31 39.62 18.9166666666667 26.31 11.8
7.87 17.3975 14.26 38.45 19.3916666666667 26.27 11.64
8.035 17.2325 14.77 39.58 20.1483333333333 25.96 11.71
8.19 17.3225 14.47 39.16 19.0866666666667 25.87 11.48
8.04 17.0225 13.01 39.87 19.6233333333333 24.99 11.31
7.935 17.02 12.71 39.53 19.2533333333333 24.94 11.25
7.775 17.0475 12.69 39.88 19.4633333333333 25.21 11.19
7.875 17.455 13.13 39.88 19.1766666666667 24.92 11.54
7.85 17.36 12.82 39.81 19.0516666666667 24.29 11.64
7.875 17.3525 12.73 39.19 19.295 24.62 11.17
7.705 17.235 12.34 38.31 18.8016666666667 24.11 10.9
7.845 17.365 12.09 37.23 18.6683333333333 23.05 10.96
7.845 17.5325 11.89 36.8 18.995 23.13 11
7.68 17.5575 11.92 36.36 18.5816666666667 22.3 10.83
7.725 17.3675 11.75 35.79 17.965 22.61 10.76
7.915 17.48 11.79 35.73 18.6816666666667 21.92 10.67
7.79 17.2275 11.89 36.4 19.1633333333333 21.28 10.88
7.715 17.19 12.09 37.16 18.63 21.24 11.04
7.94 17.15 12.12 36.74 18.7383333333333 21.19 10.92
8.03 17.3175 12.2 36.65 19.3716666666667 22.25 10.99
8.145 17.3325 12.16 36.99 19.805 22.87 10.99
7.92 17.1 12.19 36.93 19.1083333333333 22.52 10.96
8.065 17.2025 12.02 37.16 19.295 22.9 11.09
8.02 16.6725 11.61 36.16 19.2333333333333 23.05 11.17
8.05 16.6175 11.53 35.44 19.6383333333333 22.96 11.02
7.85 16.4425 11.45 35.85 18.9533333333333 21.81 10.61
8.075 16.8775 11.67 35.72 18.9233333333333 21.9 10.47
8.07 16.8725 11.53 34.54 18.4933333333333 21.72 10.74
7.745 16.805 11.23 34.37 18.4266666666667 21.64 10.49
7.94 17.06 11.37 34.61 19.0883333333333 22.52 10.55
7.97 17.04 11.53 35.47 19.3566666666667 23.13 10.73
7.91 17.3275 11.87 37.07 20.33 23.4 10.98
7.75 16.8675 11.76 36.15 19.335 22.6 10.68
7.72 16.87 11.97 36.87 19.4416666666667 22.44 10.53
7.77 17.42 12.32 37.21 19.925 22.97 10.92
7.76 17.7275 12.71 38.14 20.5366666666667 24.37 10.91
7.86 17.9425 12.71 38.09 21.5383333333333 24.9 10.73
7.88 17.815 12.66 36.91 21.1183333333333 24.81 10.64
8.01 18.115 12.89 37.34 21.555 24.55 11.07
8 18.22 12.93 38.22 21.52 24.5 11.45
8.015 18.265 13.08 38.69 21.7266666666667 24.46 11.49
7.895 18.065 13.34 39.31 21.055 24.7 11.8
7.975 18.19 13.2 38.77 21.285 24.9 11.87
7.39 18.265 13.17 38.81 21.555 24.26 11.83
7.52 18.4775 12.8 38.94 21.7816666666667 24.44 11.76
7.375 18.37 12.93 39.24 21.0983333333333 23.93 11.68
7.365 18.2 13.23 39.53 21.0666666666667 24.11 11.62
7.32 18.06 13.31 39.79 21.2366666666667 23.09 11.51
7.37 18.0325 13.5 40.07 21.37 23.05 11.45
7.39 18.13 13.59 41.73 21.6366666666667 23.43 11.64
7.335 17.98 13.56 42.24 21.6016666666667 23.42 11.41
7.215 17.8125 13.62 41.82 22.06 24.67 11.49
7.14 17.905 13.36 40.37 21.9316666666667 23.84 11.14
7.135 17.84 13.3 40.24 21.6816666666667 23.13 11.3
7.205 17.7375 13.16 39.41 21.0533333333333 22.43 11.27
7.175 17.6 13.24 38.63 20.3983333333333 22.73 10.06
7.35 17.7925 13.45 39.75 20.6316666666667 23.05 10.04
7.315 17.5325 13.34 40.27 20.505 23.31 9.95
7.33 17.3275 13.24 40.3 20.6483333333333 23.22 9.91
7.32 16.895 13.06 40.21 19.7066666666667 23.46 10.04
7.425 17.04 12.94 39.7 20.2883333333333 23.73 9.82
7.335 16.7925 13.14 39.36 19.8983333333333 23.46 9.75
7.425 16.56 13.13 38.09 20.6033333333333 22.7 9.73
7.47 16.6575 13.1 39.11 21.2833333333333 23.47 9.65
7.39 16.5575 13.23 38.91 21.7183333333333 24.13 9.66
7.255 16.765 13.16 38.52 21.1233333333333 24.52 9.56
7.175 16.5975 13 38.52 20.9183333333333 24.7 9.32
7.275 16.68 13.09 39.62 21.2766666666667 25.06 9.39
7.21 16.865 13.16 40.63 22.17 25.31 9.31
7.21 16.9625 13.1 41.3 22.0716666666667 24.95 9.4
7.285 17.2475 13.18 40.89 22.2016666666667 25.27 9.4
7.325 17.11 13.15 40.72 22.455 25.75 9.12
7.335 16.6475 13.09 40.46 22.94 25.93 9.19
7.355 16.415 12.67 39.01 22.4616666666667 26.54 8.6
7.2 16.1125 12.69 39.62 21.465 26.11 9.06
7.225 16.075 12.7 39.15 21.7683333333333 26.19 9.41
7.315 16.3325 12.95 38.94 22.2516666666667 26.55 9.51
7.385 16.4175 12.97 39.28 22.1233333333333 26.7 9.51
7.21 15.9725 12.78 38.52 21.1516666666667 25.46 9.16
7.24 16.395 12.88 38.93 22.17 25.95 9.21
7.35 16.435 12.8 39.62 22.9616666666667 25.89 9.39
7.225 16.5 12.8 39.04 23.1133333333333 25.78 9.35
7.175 16.3325 12.5 39.36 22.87 25.1 9.18
7.115 16.5075 12.24 38.05 22.42 24.86 9.05
7.19 16.8375 12.5 38.86 22.68 24.48 9.14
7.26 17.0425 12.33 39.07 23.355 24.74 9.07
7.275 17.23 12.57 40.42 22.76 23.76 9.29
7.285 17.2475 12.72 41.14 23.31 24.52 9.37
7.435 17.1 12.8 40.7 24.4883333333333 25.05 9.22
7.48 17.085 12.63 41.18 24.9 25.14 9.3
7.475 17.225 12.72 41.65 26.445 25.06 9.25
7.395 17.165 12.65 41.02 26.1616666666667 25.02 9.06
7.235 17.0625 12.85 41.23 25.9083333333333 24.86 8.96
7.155 16.9175 12.86 41.23 25.7883333333333 73.61 8.63
7 16.9825 12.74 39.87 25.605 72.96 9.01
7.025 16.96 12.82 39.58 25.9133333333333 72.08 8.98
7.025 16.8925 12.8 40.63 25.66 73.75 9.05
6.935 16.5925 12.72 39.79 25.08 73.82 8.71
6.995 16.4675 12.82 39.91 25.24 74.18 8.6
6.885 16.835 12.66 41.57 25.6166666666667 73.83 8.62
6.855 16.785 12.66 40.21 26.2266666666667 73.4 8.89
6.68 16.7425 12.7 40.21 26.2766666666667 73.92 8.91
6.725 17.2175 12.82 40.13 27.7416666666667 74.01 9.45
6.61 17.3 12.66 40.21 27.9016666666667 75.61 9.32
6.6 17.6125 12.8 40.63 27.96 76.47 9.19
6.775 17.55 12.94 41.18 27.68 72.25 9.22
6.96 17.3575 13.15 41.21 26.2366666666667 70.49 8.92
6.84 17.435 13.26 40.63 26.205 69.7 8.98
6.755 17.28 13.29 40.63 25.8916666666667 69.35 8.78
6.81 17.5925 13.5 40.45 26.21 69.62 8.89
6.82 17.6975 13.16 40.84 26.3733333333333 68.91 8.67
6.725 17.445 12.87 39.7 25.5816666666667 67.9 8.51
6.73 17.51 12.65 39.36 25.6316666666667 66.67 8.58
6.76 17.48 12.44 38.52 24.9816666666667 63.99 8.58
6.81 17.2225 12.5 39.57 24.8533333333333 66.36 8.46
6.825 17.3575 12.5 39.03 25.5516666666667 66.8 8.17
6.77 17.535 12.62 39.11 25.5533333333333 64.69 8.31
6.87 17.255 12.65 38.86 25.345 61.51 8.13
6.86 17.5025 12.65 38.44 25.8616666666667 60.02 8.12
6.865 17.355 12.72 38.49 25.065 60.39 8
6.855 17.335 12.48 39.03 24.7283333333333 61.26 7.84
6.375 17.1525 12.7 39.36 24.1366666666667 61.27 8.05
6.685 17.105 12.57 38.69 24.5616666666667 61.09 7.98
6.625 17.155 12.69 38.86 25.0933333333333 59.96 8.07
6.655 17.1725 12.71 38.77 25.765 58.78 8.21
6.62 16.98 12.85 37.92 25.39 57.97 8.11
6.555 17.0425 12.44 37.76 25.365 58.86 8.05
7.595 16.7775 12.36 37.15 24.51 59.77 8.03
7.53 16.5525 12.12 36 24.245 58.35 7.67
7.625 16.3275 12.39 35.98 23.5583333333333 55.16 7.66
7.485 16.295 12.55 36.32 23.3083333333333 53.97 7.91
7.565 16.32 12.3 36.66 23.1883333333333 57.13 7.77
7.615 16.5325 12.08 36.55 23.735 59.2 7.69
7.43 16.5425 12.03 36.66 23.4366666666667 59.48 7.86
7.34 16.46 11.85 35.81 23.105 59.24 7.56
7.14 16.0575 11.72 35.56 22.1266666666667 59.99 7.58
7.215 16.2375 12 35.81 23.2583333333333 60.23 7.92
7.03 15.8575 11.78 35.6 22.7016666666667 57.13 7.65
7.055 16.07 11.53 35.68 23.52 57.49 7.74
7.01 15.9475 11.68 36.55 24.11 56.77 7.79
7.205 16.0875 11.61 37.25 24.2516666666667 56.34 7.94
7.295 16.2775 11.41 37.42 24.2866666666667 54.32 7.91
7.455 16.505 11.43 37.43 24.3166666666667 52.64 8.05
7.655 16.635 11.19 36.73 24.5716666666667 52.7 8.09
7.38 16.5975 10.92 36.34 24.1483333333333 52.61 8.03
7.315 16.5825 11.05 36.05 23.3683333333333 52.3 7.98
7.29 16.735 10.9 35.29 23.2233333333333 52.36 7.89
7.185 16.83 10.83 35.87 22.6666666666667 52.3 7.9
7.235 16.785 10.79 36.53 22.7433333333333 51.86 7.67
7.475 16.985 10.83 36.06 23.2933333333333 52.08 7.92
7.485 16.9525 10.74 37.46 23.415 51.35 8.03
7.44 17.045 10.83 38.61 23.5116666666667 50.19 8.09
7.485 17.31 10.28 38.61 23.64 49.57 8.07
7.52 17.24 10.14 38.41 23.7 50.55 8.07
7.475 17.2625 10.15 37.71 23.9166666666667 51.4 7.98
7.515 17.735 10.01 37.67 24.9133333333333 50.76 8.06
7.48 17.5175 10.49 38.69 24.51 51.82 7.96
7.24 17.0875 10.12 37.73 24.3816666666667 48.63 7.91
7.185 17.175 9.88 36.15 23.7983333333333 46.89 8
7.075 17.265 9.85 35.78 24.15 46.19 7.97
7.095 17.075 9.59 34.61 23.6966666666667 45.27 7.84
7.035 17.0775 9.53 34.27 23.3733333333333 46.88 7.86
6.945 17.17 9.58 33.56 23.2566666666667 46.99 7.77
6.825 17.14 9.54 33.39 22.5783333333333 47.64 7.73
6.81 17.2775 9.47 34.3 22.7133333333333 47.33 7.76
6.53 17.285 9.54 34.23 23.4616666666667 46.24 7.58
6.44 16.985 9.34 33.99 23.0966666666667 44.88 7.59
6.575 17.315 9.27 34.48 23.4083333333333 43.22 7.73
6.52 17.25 9.1 35.15 22.945 41.29 7.83
6.46 17.145 9.14 33.56 22.435 39.71 7.79
6.37 16.88 9.08 32.74 21.8333333333333 40.43 7.79
6.405 16.87 9 32.81 21.955 41.27 7.9
6.325 16.705 8.93 33.32 21.71 41.83 7.96
6.285 16.6825 8.95 33.6 21.07 42.08 7.97
6.4 16.315 8.81 32.98 20.5033333333333 41.81 7.98
6.325 16.5625 8.87 33.56 20.765 41.2 8.04
6.325 16.45 8.95 33.1 20.2533333333333 40.56 8.24
6.31 16.35 8.82 33.4 19.9416666666667 41.2 8.49
6.345 16.615 8.94 33.4 20 41.02 8.4
6.47 17.1175 8.86 34.21 21.1316666666667 41.59 8.29
6.35 16.7525 8.91 32.64 21.1983333333333 40.41 7.76
6.36 16.6525 8.71 32.64 21.015 40.23 7.79
6.325 16.4825 8.62 31.27 21.5 39.23 7.79
6.27 16.25 8.57 31.12 21.005 38.59 7.83
6.345 16.135 8.64 31.22 20.9966666666667 38.57 7.86
6.23 16.13 8.65 31.1 20.6933333333333 38.7 7.95
6.155 15.8525 8.48 30.68 19.9733333333333 38.16 7.9
6.14 16.125 8.52 31.45 20.4566666666667 37.69 7.81
6.165 15.8275 8.53 31.08 19.9 37.08 7.9
6.19 15.745 8.52 30.19 19.73 36.75 7.85
6.32 15.96 8.46 30.43 20.3266666666667 36.95 7.83
6.17 15.725 8.48 30.68 19.7666666666667 36.71 7.61
6.31 15.8325 8.58 31.64 19.9066666666667 36.11 7.92
6.26 15.805 8.64 31.48 20.1283333333333 36.46 7.72
6.315 15.8075 8.65 30.81 20.16 36.38 7.62
6.24 15.2625 8.71 30.75 18.99 34.19 7.48
6.125 14.8075 8.4 30.73 18.3533333333333 33.31 7.37
6.2 15.21 8.64 30.64 18.395 34.19 7.49
6.215 15.1125 8.65 30.96 19.0566666666667 34.01 7.58
6.1 14.65 8.44 31.31 17.9633333333333 30.5 7.45
6.33 15.1975 8.75 31.73 17.075 31.48 7.45
6.3 15.66 8.82 32.1 17.3983333333333 33.55 7.48
6.365 15.8175 8.68 32.75 18.5716666666667 34 7.69
6.38 15.8475 8.56 31.73 19.175 34.19 7.62
6.36 16.0875 8.57 31.57 19.87 35 7.76
6.415 15.8625 8.58 30.89 20.935 35.32 7.63
6.33 15.705 8.45 30.97 20.265 34.91 7.47
6.33 15.8775 8.52 30.94 20.4616666666667 33.75 7.39
6.23 15.235 8.57 30.89 18.7733333333333 30.94 7.32
6.25 15.645 8.54 30.56 18.9866666666667 31.56 7.59
6.35 15.9 8.47 30.47 20.3466666666667 33.51 7.65
6.48 16.13 8.5 30.66 20.2116666666667 34.19 7.71
6.565 16.58 8.56 31.06 20.54 34.71 7.98
6.505 16.4525 8.65 30.81 19.9766666666667 34.1 7.55
6.54 16.3 8.45 30.9 19.505 33.22 7.58
6.395 16.16 8.49 30.08 19.1616666666667 33.31 7.59
6.335 16.45 8.56 29.51 19.275 33.48 7.65
6.43 16.94 8.65 29.89 19.725 33.74 7.7
6.455 17.0325 8.62 31 19.9016666666667 32.61 7.67
6.49 17.015 8.45 30.35 20.0516666666667 31.86 7.69
6.45 17.2125 8.29 29.62 19.7516666666667 32.16 7.79
6.42 17.2375 8.14 29.29 19.36 32.56 7.81
6.505 17.17 8.08 29.3 19.38 32.61 7.77
6.595 17.3875 8.21 29.89 19.8816666666667 33.21 7.82
6.655 17.475 8.33 29.38 19.965 32.73 7.92
6.55 17.3175 8.29 29.77 19.9916666666667 31.65 7.75
6.49 17.21 8.26 29.56 19.8133333333333 30.92 7.59
6.545 17.1225 8.26 29.64 19.995 30.69 7.75
6.595 17.3825 8.39 30.16 20.4516666666667 30.21 7.91
6.585 17.165 8.26 30.71 19.65 30.21 7.65
6.455 17.0475 8.26 30.31 20.1433333333333 30.17 7.54
6.505 16.8725 8.24 30.09 20.4216666666667 29.95 7.6
6.51 17.075 8.11 29.54 20.3016666666667 30.34 7.55
6.55 17.1425 8 30.14 19.5433333333333 30.39 7.22
6.575 17.135 7.96 30 19.4816666666667 29.81 7.14
6.63 16.9825 8.02 30.15 20.0366666666667 29.74 7.16
6.585 16.5675 7.97 29.99 20.37 29.87 6.88
6.515 16.5025 7.94 29.49 20.8133333333333 30.34 6.95
6.555 16.65 7.87 29.35 20.7316666666667 30.21 6.97
6.63 16.9025 7.94 29.52 21.1666666666667 30 7.03
6.56 17.2325 7.84 29.51 21.6516666666667 29.69 7.08
6.615 17.22 6.98 29.36 21.5283333333333 30.03 7.15
6.43 17.475 7.05 29.22 21.705 30.12 7.14
6.405 17.33 6.91 29.44 21.4066666666667 30.11 7.05
6.42 17.2325 6.82 28.97 21.5666666666667 30 7.07
6.285 17.135 6.92 28.75 21.1833333333333 29.94 7.03
6.335 17.19 6.99 28.39 21.8583333333333 30.08 6.98
6.41 17.39 7.12 28.72 22.235 30.11 7.08
6.415 17.4675 6.94 28.6 22.195 30.17 7.15
6.36 17.4075 6.77 28.39 21.6133333333333 29.61 7.1
6.27 17.49 6.73 28.55 21.2516666666667 29.26 7.05
6.295 17.54 6.73 29.12 21.6366666666667 28.91 7.12
6.3 17.8575 6.77 29.14 21.635 29.21 6.93
6.335 17.9425 6.76 28.96 21.9166666666667 28.91 6.98
6.335 17.8325 6.87 28.42 22.18 27.67 7.02
6.235 17.7875 6.83 28.07 22.0933333333333 28.16 6.96
6.24 17.5075 6.75 27.16 21.7683333333333 28.22 6.87
6.21 17.6075 7.04 27.57 21.3883333333333 28 6.99
6.24 17.715 7.02 28.06 21.605 28.4 6.97
6.27 17.71 6.96 28.03 21.655 28.48 7.08
6.365 18.0375 7.03 28.35 22.31 28.56 7.19
6.38 18.2175 6.97 28.08 22.3766666666667 28.62 7.29
6.39 18.3625 6.98 28 22.475 27.96 7.23
6.4 18.3875 6.94 28.27 22.13 28.39 7.25
6.34 18.015 6.74 26.92 21.3383333333333 29.08 7.01
6.315 18.1525 6.75 27.65 21.83 29.34 7.17
6.215 18.1975 6.68 27.07 21.4816666666667 28.97 7.05
6.14 18.1625 6.75 27.21 21.43 29.43 7.1
6.06 17.69 6.93 27.33 20.4266666666667 28.04 6.91
5.925 17.51 6.6 27 20.165 28.4 6.88
6.045 17.9225 6.72 27.74 20.37 28.14 6.95
6.265 18.5025 6.93 28.76 21.8316666666667 29.52 7.24
6.17 18.2175 6.91 28.35 21.97 28.74 7.23
6.12 18.165 6.7 27.84 20.9466666666667 27.56 7.29
6.215 17.61 6.61 27.69 20.3083333333333 26.74 7.1
6.06 17.655 6.55 28.14 20.2833333333333 26.39 7
5.99 17.83 6.81 28.49 20.7316666666667 27.17 6.85
6.095 17.6925 6.78 27.25 20.6533333333333 28.09 6.91
6.165 18.125 6.88 28.8 20.6583333333333 29.16 6.88
6.15 17.965 6.73 28.55 20.3183333333333 29.34 7.02
6.225 18.5425 6.9 28.88 21.2483333333333 29.95 7.17
6.33 18.885 6.87 29.41 22.055 29.93 7.38
6.075 18.54 6.82 28.63 22.1983333333333 30 7.39
6.125 18.465 6.93 28.68 22.2283333333333 29 7.58
6.105 18.475 6.9 28.96 22.3233333333333 27.96 7.58
6.14 18.23 6.74 29.05 22.6216666666667 27.43 7.69
6.195 18.09 6.8 29.45 22.6316666666667 26.83 7.6
5.975 18.31 6.92 28.78 22.2466666666667 26.78 7.75
5.95 18.52 6.9 29.37 22.5633333333333 26.48 7.7
5.935 18.345 6.7 29.86 22.8833333333333 26.05 7.57
5.96 18.3275 6.72 30.9 23.3333333333333 26.05 7.69
5.945 18.22 6.76 30.53 23.1533333333333 25.74 7.69
6.045 17.835 6.66 30.92 23.555 25.61 7.68
5.805 17.37 6.46 30.18 22.84 25.26 7.42
5.74 17.0225 6.44 30.17 22.495 24.92 7.42
5.82 16.455 6.39 29.62 22.0983333333333 25.35 7.35
5.79 16.5775 6.36 29.78 22.0616666666667 25.18 7.35
5.78 16.4575 6.42 29.69 22.0033333333333 25.18 7.32
5.75 16.6525 6.47 31.04 22.6383333333333 25.13 7.5
5.8 16.84 6.56 31 23.17 24.83 7.48
5.69 16.865 6.64 29.9 23.665 24.74 7.45
5.845 16.8525 6.77 29.53 23.8633333333333 24.57 7.5
5.47 16.68 6.64 29.12 24.0233333333333 24.31 7.4
5.39 16.8675 6.57 29.16 23.9683333333333 24.31 7.35
5.45 17.0275 6.43 29.08 23.9366666666667 24.01 7.3
5.39 17.0025 6.69 28.96 24.2583333333333 24.09 7.28
5.32 16.675 6.4 28.98 23.765 23.57 7.05
5.36 16.74 6.53 28.88 23.8016666666667 23.7 7.19
5.395 16.655 6.61 28.88 24.1133333333333 23.27 7.18
5.39 16.63 6.66 28.23 23.585 23.27 7.19
5.38 16.535 6.56 27.37 22.9016666666667 22.83 7.06
5.435 16.405 6.87 27.41 21.88 22.2 7.06
5.355 16.1925 6.76 27.04 21.855 22.83 6.96
5.385 16.3275 6.88 27.91 22.2983333333333 22.7 7.12
5.385 15.9775 6.94 27.43 22.2233333333333 22.4 7.14
5.39 16.0725 7.03 27.67 22.3116666666667 22.49 7.21
5.335 16.03 6.9 27.29 21.5633333333333 22.23 6.77
5.43 16.305 7.14 27.07 21.35 22.14 6.74
5.475 16.5175 7.01 27.33 21.355 22.1 6.95
5.405 16.4975 7.07 27.16 21.6433333333333 22.1 7.26
5.385 16.325 6.75 26.01 21.1866666666667 21.53 7
5.28 16.525 6.82 25.98 20.645 21.23 7.1
5.405 16.9975 7.17 26.84 21.4133333333333 21.14 7.23
5.515 17.2575 7.12 26.92 21.2883333333333 20.97 7.18
5.455 17.2875 7.15 27.16 21.365 21.01 7.14
5.37 17.2 6.88 26.92 20.6466666666667 20.2 7.19
5.395 17.3575 6.77 26.76 20.7166666666667 20.14 7.25
5.46 17.0225 6.92 26.43 20.2266666666667 20.06 7.04
5.43 16.7 6.63 25.71 19.38 18.15 7.11
5.455 16.305 6.74 25.74 19.1266666666667 18.45 6.92
5.935 16.7075 6.88 25.83 19.725 18.45 7.15
5.83 16.14 6.63 25.52 18.2133333333333 17.8 6.9
5.865 16.495 6.84 25.82 19.3866666666667 18.41 7.19
5.95 16.7825 6.83 26.11 20.795 19.36 7.16
5.945 16.9625 7.03 25.94 21.0116666666667 20.14 7.12
6.04 17.225 7.15 26.51 21.0566666666667 19.46 7.37
5.905 17.4925 7.08 27.24 21.2033333333333 19.72 7.33
5.935 17.255 7.03 27.12 21.3283333333333 20.07 7.38
6.025 17.8075 7.34 27.43 22.4183333333333 19.53 7.56
5.955 17.645 7.5 27.65 22.58 18.75 7.56
5.965 17.43 7.36 27.75 22.8183333333333 18.75 7.68
6.08 17.1075 7.5 27.57 22.8983333333333 18.67 7.52
5.995 17.1025 7.37 26.97 22.435 18.49 7.42
5.97 16.9925 7.37 26.72 21.2366666666667 18.32 7.24
5.99 16.7075 7.24 26.76 21.3916666666667 18.08 7.23
5.975 16.5725 7.11 26.72 20.97 18.15 7.23
6.095 16.705 7.14 26.84 20.8283333333333 18.1 7.18
6.025 16.415 7.1 26.72 20.705 17.93 7.17
5.995 15.8875 6.82 26.37 20.3683333333333 17.58 7.2
5.92 15.745 6.75 26.1 20.2933333333333 17.64 7.04
6.04 16.075 6.74 26.06 21.3566666666667 17.75 7.04
6.08 16.195 6.77 25.63 21.6316666666667 17.71 7.12
6.215 16.315 6.83 25.69 21.92 17.67 7.23
6.18 16.1875 6.71 25.57 21.6066666666667 17.46 7.02
6.32 16.2025 6.72 25.45 20.9933333333333 17.59 7.15
6.4 16.3 6.77 25.33 21.3933333333333 17.45 7.06
6.295 16.705 6.86 25.49 22.3066666666667 17.58 7.31
6.02 16.405 6.82 25.45 21.2166666666667 17.54 7.3
6.055 16.155 6.71 25.52 20.8966666666667 17.67 7.27
6.11 16.0725 6.66 25.37 20.6966666666667 17.3 7.27
6.12 16.3875 6.53 25.29 21.1483333333333 17.53 7.3
6.13 16 6.49 25.47 20.4866666666667 17.15 7.06
6.15 15.79 6.45 25.45 19.9716666666667 17.02 7.11
6.205 15.6625 6.47 25.08 19.5416666666667 16.92 6.98
6.22 15.84 6.53 25.59 19.5733333333333 16.71 7.05
6.09 15.75 6.51 25.21 19.5833333333333 16.63 7.07
6.07 15.4925 6.63 25.25 19.8583333333333 16.97 6.96
5.91 15.155 6.46 24.68 19.175 15.94 6.81
5.88 15.18 6.43 24.68 17.9233333333333 15.63 6.75
5.825 15.0525 6.37 24.68 17.635 15.64 6.8
5.855 14.995 6.37 24.8 18.5433333333333 15.57 6.88
5.89 15.15 6.43 24.87 19.54 15.9 7.17
5.945 15.3675 6.41 24.72 20.2066666666667 16.05 6.94
5.995 15.1125 6.34 24.15 20.5866666666667 15.19 6.8
5.915 15.0475 6.36 24.23 20.815 15.37 6.77
5.825 14.8325 6.29 24.39 19.925 14.93 6.63
5.83 14.79 6.36 24.64 20.6266666666667 15.19 6.61
5.895 14.73 6.56 24.15 20.4833333333333 15.6 6.5
5.875 14.7225 6.28 24.01 18.8833333333333 15.41 6.47
5.78 14.6325 6.31 23.95 18.395 15.47 6.46
5.78 14.5425 6.26 23.82 18.2983333333333 16.06 6.26
5.845 14.255 6.28 24.27 17.825 15.55 6.26
5.85 14.5975 6.31 23.94 18.5133333333333 15.97 6.39
6.03 14.8175 6.31 23.9 18.32 16.24 6.38
6.135 14.7475 6.52 23.65 17.9483333333333 16.14 6.36
6.07 14.825 6.56 23.41 17.2216666666667 15.76 6.61
6.165 14.78 6.64 23.24 17.4833333333333 15.76 6.68
5.815 14.27 6.7 22.76 17.2866666666667 15.54 6.61
5.805 14.085 6.71 22.56 17.5333333333333 15.54 6.66
5.755 14.2425 6.71 22.84 17.9983333333333 15.63 6.56
5.78 14.2475 5.66 22.83 17.9416666666667 14.76 6.42
5.78 14.5075 5.57 22.2 18.0783333333333 13.89 6.55
5.37 14.165 5.53 21.74 17.3516666666667 13.33 6.48
5.115 14.3175 5.45 21.9 17.2033333333333 12.89 6.36
4.985 14.34 5.37 21.6 17.0283333333333 12.28 6.43
5.005 14.2775 5.46 21.37 17.3583333333333 12.26 6.55
4.99 14.1075 5.56 21.89 17.2683333333333 12.5 6.43
