"","colunas","faixa_temporal_por_setores","coeficiente_B","sse","volatilidade","mape","b_volatilidade"
"199","Cons N Cíclico / Pr Pessoal Limp","2011.4",1.2694,0.1000063251418,0.894822640057597,0.0867845078345479,1.13588785928911
"200","Consumo Cíclico / Comércio","2011.4",0.5693,0.296394472501538,1.42105722921019,0.172918656354971,0.809007880589361
"201","Consumo Cíclico / Tecid Vest Calç","2011.4",0.6269,0.113175489392861,1.40859691810563,0.122739021857182,0.883049407960419
"202","Mats Básicos / Mineração","2011.4",0.742899999999999,0.0800268016668089,1.24853785397823,0.124064063447644,0.927538771720426
"203","Mats Básicos / Químicos","2011.4",0.726799999999999,0.119905309082571,1.26833075239893,0.16480859941102,0.921822790843541
"204","Mats Básicos / Sid Metalurgia","2011.4",0.5685,0.230969503927922,1.42620996431185,0.175642646139209,0.810800364711287
"205","Petróleo, Gás e Biocombustíveis","2011.4",0.723499999999999,0.038069372123182,1.25648246687456,0.0697491013353217,0.909065064783743
"206","Telecomunicação / Telefonia Fixa","2011.4",0.6549,0.334470970839745,1.34116798028239,0.218376648161795,0.878330910286937
"207","Telecomunicação / Telefonia Móvel","2011.4",0.6688,0.159585857651607,1.2771027717303,0.139339259275263,0.854126333733225
"208","Utilidade Públ / Água Saneamento","2011.4",0.6272,0.109930024209125,1.40761579181047,0.131519401930057,0.882856624623527
"209","Bens Indls / Mat Transporte","2012.1",0.758199999999999,0.309413716582856,1.19923836247812,0.166611463534688,0.909262526430909
"210","Cons N Cíclico / Bebidas","2012.1",0.8311,0.053324728175406,1.11897576440172,0.0905995968007874,0.929980757794269
"211","Cons N Cíclico / Fumo","2012.1",0.721799999999999,0.163079498224589,1.21544260057119,0.158518203454698,0.877306469092284
"212","Cons N Cíclico / Pr Pessoal Limp","2012.1",0.6477,0.0494885614950486,1.30589480151236,0.0721675660114788,0.845828062939556
"213","Consumo Cíclico / Comércio","2012.1",0.6732,0.326462972231541,1.29178678625861,0.205311718584727,0.869630864509296
"214","Consumo Cíclico / Tecid Vest Calç","2012.1",0.702099999999999,0.0517928134714981,1.23339591812581,0.0957382115614303,0.86596727411613
